source,target,tgt_lng,src_lng,ship_id,ship_type,nation,variant,zh_CN_standard,zh_CN_target,same_source_alternatives
大鳳·META,鹩·META,zh-CN,zh-TW,9707051,正航,META,META,大凤·META,鹩·META,
大黃蜂,大黄蜂,zh-CN,zh-TW,107071,正航,白鹰,,大黄蜂,大黄蜂,
大黃蜂II,大黄蜂II,zh-CN,zh-TW,107121,正航,白鹰,II型,大黄蜂II,大黄蜂II,
大黃蜂·META,大黄蜂·META,zh-CN,zh-TW,9707061,正航,META,META,大黄蜂·META,大黄蜂·META,
天鷹,天鹰,zh-CN,zh-TW,607011,正航,撒丁帝国,,天鹰,天鹰,
奇爾沙治,奇尔沙治,zh-CN,zh-TW,199041,航战,白鹰,,奇尔沙治,奇尔沙治,
奧丁,沃登,zh-CN,zh-TW,499041,战巡,铁血,,奥丁,沃登,
奧克拉荷馬,俄克拉荷马,zh-CN,zh-TW,105021,战列,白鹰,,俄克拉荷马,俄克拉荷马,
奧列格,奥列格,zh-CN,zh-TW,702081,轻巡,北方联合,,奥列格,奥列格,
奧利克,奥利克,zh-CN,zh-TW,101131,驱逐,白鹰,,奥利克,奥利克,
奧古斯特·馮·帕塞瓦爾,奥斯特雷德·冯·帕赫贝尔,zh-CN,zh-TW,499061,正航,铁血,,奥古斯特·冯·帕塞瓦尔,奥斯特雷德·冯·帕赫贝尔,
奧托·馮·阿爾文斯萊本,奥莉薇娅·冯·阿诺德,zh-CN,zh-TW,401991,驱逐,铁血,,奥托·冯·阿尔文斯莱本,奥莉薇娅·冯·阿诺德,
奧馬哈,奥马哈,zh-CN,zh-TW,102011,轻巡,白鹰,,奥马哈,奥马哈,
女將,女将,zh-CN,zh-TW,201011,驱逐,皇家,,女将,女将,
妮娜‧弗里德,妮娜·弗里德,zh-CN,zh-TW,900518,战列,联动阵营,,妮娜·弗里德,妮娜·弗里德,
威嚴,威严,zh-CN,zh-TW,701021,驱逐,北方联合,,威严,威严,
威爾斯親王,威尔士亲王,zh-CN,zh-TW,205061,战列,皇家,,威尔士亲王,威尔士亲王,
娜娜·阿絲達·戴比路克,娜娜·阿丝达·戴比路克,zh-CN,zh-TW,900474,驱逐,联动阵营,,娜娜·阿丝达·戴比路克,娜娜·阿丝达·戴比路克,
安克拉治,安克雷奇,zh-CN,zh-TW,199031,重巡,白鹰,,安克雷奇,安克雷奇,
安妮女王復仇號,安妮女王复仇号,zh-CN,zh-TW,9600121,风帆,飓风船团,,安妮女王复仇号,安妮女王复仇号,
安德烈亞·多里亞,安德烈亚·多利亚,zh-CN,zh-TW,605071,战列,撒丁帝国,,安德烈亚·多利亚,安德烈亚·多利亚,
安德烈亞·多里亞·META,安德烈亚·多利亚·META,zh-CN,zh-TW,900492,战列,META,META,安德烈亚·多利亚·META,安德烈亚·多利亚·META,
富蘭克林,富兰克林,zh-CN,zh-TW,107131,正航,白鹰,,富兰克林,富兰克林,
寶多六花,宝多六花,zh-CN,zh-TW,10800011,轻巡,联动阵营,,宝多六花,宝多六花,
射水魚,喷水鱼,zh-CN,zh-TW,108061,潜艇,白鹰,,射水鱼,喷水鱼,
小企業,小企业,zh-CN,zh-TW,107991,正航,白鹰,,小企业,小企业,
小信濃,小鵗,zh-CN,zh-TW,307141,正航,重樱,,小信浓,小鵗,
小光輝,小光辉,zh-CN,zh-TW,207091,正航,皇家,,小光辉,小光辉,
小克里夫蘭,小克利夫兰,zh-CN,zh-TW,102201,轻巡,白鹰,,小克利夫兰,小克利夫兰,
小埃吉爾,小埃格妮丝,zh-CN,zh-TW,403161,超巡,铁血,,小埃吉尔,小埃格妮丝,
小大鳳,小鹩,zh-CN,zh-TW,307131,正航,重樱,,小大凤,小鹩,
小天鵝,小天鹅,zh-CN,zh-TW,201101,驱逐,皇家,,小天鹅,小天鹅,
小安克拉治,小安克雷奇,zh-CN,zh-TW,103291,重巡,白鹰,,小安克雷奇,小安克雷奇,
小施佩,小休贝塔,zh-CN,zh-TW,403131,重巡,铁血,,小斯佩,小休贝塔,
小歐根,小萨沃伊,zh-CN,zh-TW,403121,重巡,铁血,,小欧根,小萨沃伊,
小海倫娜,小海伦娜,zh-CN,zh-TW,102191,轻巡,白鹰,,小海伦娜,小海伦娜,
小獵兔犬,小猎兔犬,zh-CN,zh-TW,201061,驱逐,皇家,,小猎兔犬,小猎兔犬,
小聖地牙哥,小圣戴安娜,zh-CN,zh-TW,102211,轻巡,白鹰,,小圣地亚哥,小圣戴安娜,
小聲望,小声望,zh-CN,zh-TW,204041,战巡,皇家,,小声望,小声望,
小貝法,小贝法,zh-CN,zh-TW,202181,轻巡,皇家,,小贝法,小贝法,
小齊柏林,小海拉,zh-CN,zh-TW,407021,正航,铁血,,小齐柏林,小海拉,
尼科洛索·達·雷科,尼科洛索·达雷科,zh-CN,zh-TW,601061,驱逐,撒丁帝国,,尼科洛索·达雷科,尼科洛索·达雷科,
岡依沙瓦號,冈依沙瓦号,zh-CN,zh-TW,900468,风帆,飓风船团,,冈依沙瓦号,冈依沙瓦号,
川內,貆,zh-CN,zh-TW,302121,轻巡,重樱,,川内,貆,
巴托洛梅奧·科萊奧尼,巴托洛梅奥·科莱奥尼,zh-CN,zh-TW,602031,轻巡,撒丁帝国,,巴托洛梅奥·科莱奥尼,巴托洛梅奥·科莱奥尼,
巴爾的摩,巴尔的摩,zh-CN,zh-TW,103161,重巡,白鹰,,巴尔的摩,巴尔的摩,
巴爾的摩(μ兵裝),巴尔的摩(μ兵装),zh-CN,zh-TW,103251,重巡,白鹰,μ兵装,巴尔的摩(μ兵装),巴尔的摩(μ兵装),
布倫努斯,布伦努斯,zh-CN,zh-TW,803021,重巡,自由鸢尾,,布伦努斯,布伦努斯,
布倫希爾德,贝尔莎,zh-CN,zh-TW,404051,战巡,铁血,,布伦希尔德,贝尔莎,
布呂歇爾,布丽吉特,zh-CN,zh-TW,403021,重巡,铁血,,布吕歇尔,布丽吉特,
布希,布什,zh-CN,zh-TW,101331,驱逐,白鹰,,布什,布什,
布蘭,布兰,zh-CN,zh-TW,900076,驱逐,联动阵营,,布兰,布兰,
布里斯托爾,布里斯托尔,zh-CN,zh-TW,101491,驱逐,白鹰,,布里斯托尔,布里斯托尔,
布雷默頓,布莱默顿,zh-CN,zh-TW,103241,重巡,白鹰,,布莱默顿,布莱默顿,
布魯克林,布鲁克林,zh-CN,zh-TW,102031,轻巡,白鹰,,布鲁克林,布鲁克林,
希佩爾將軍,芙兰希卡,zh-CN,zh-TW,403011,重巡,铁血,,希佩尔海军上将,芙兰希卡,
希佩爾將軍(μ兵裝),芙兰希卡(μ兵装),zh-CN,zh-TW,403071,重巡,铁血,μ兵装,希佩尔海军上将(μ兵装),芙兰希卡(μ兵装),
希佩爾將軍·META,芙兰希卡·META,zh-CN,zh-TW,9703051,重巡,META,META,希佩尔海军上将·META,芙兰希卡·META,
帕沙第納,帕萨迪纳,zh-CN,zh-TW,102351,轻巡,白鹰,,帕萨迪纳,帕萨迪纳,
帝國,帝国,zh-CN,zh-TW,607021,正航,撒丁帝国,,帝国,帝国,
幻想號,幻想号,zh-CN,zh-TW,9600081,风帆,飓风船团,,幻想号,幻想号,
庫拉索,库拉索,zh-CN,zh-TW,202211,轻巡,皇家,,库拉索,库拉索,
庫斯克,库尔斯克,zh-CN,zh-TW,703021,重巡,北方联合,,库尔斯克,库尔斯克,
庫珀,库珀,zh-CN,zh-TW,101441,驱逐,白鹰,,库珀,库珀,
弗朗切斯科·卡拉喬洛,弗朗西斯科·卡拉乔洛,zh-CN,zh-TW,605091,战列,撒丁帝国,,弗朗西斯科·卡拉乔洛,弗朗西斯科·卡拉乔洛,
弗里茨·魯梅,菲莉西娅·鲁梅,zh-CN,zh-TW,407041,正航,铁血,,弗里茨·鲁梅,菲莉西娅·鲁梅,
彭薩科拉,彭萨科拉,zh-CN,zh-TW,103011,重巡,白鹰,,彭萨科拉,彭萨科拉,
復仇,复仇,zh-CN,zh-TW,205111,战列,皇家,,复仇,复仇,
德米特里·頓斯科伊,迪米特里·顿斯科伊,zh-CN,zh-TW,799031,轻巡,北方联合,,迪米特里·顿斯科伊,迪米特里·顿斯科伊,
惡毒,恶毒,zh-CN,zh-TW,901111,驱逐,维希教廷,,恶毒,恶毒,
惡毒(μ兵裝),恶毒(μ兵装),zh-CN,zh-TW,901121,驱逐,维希教廷,μ兵装,恶毒(μ兵装),恶毒(μ兵装),
愛丁堡,爱丁堡,zh-CN,zh-TW,202111,轻巡,皇家,,爱丁堡,爱丁堡,
愛斯基摩,爱斯基摩人,zh-CN,zh-TW,201321,驱逐,皇家,,爱斯基摩人,爱斯基摩人,
應瑞,应瑞,zh-CN,zh-TW,502041,轻巡,东煌,,应瑞,应瑞,
托里切利,托里拆利,zh-CN,zh-TW,608011,潜艇,撒丁帝国,,托里拆利,托里拆利,
拉斐爾,拉斐尔,zh-CN,zh-TW,605081,战列,撒丁帝国,,拉斐尔,拉斐尔,
拉菲-傳說級魔法師,拉菲-传说级魔法师,zh-CN,zh-TW,900409,战列,通用,,拉菲-传说级魔法师,拉菲-传说级魔法师,
拿坡里,那不勒斯,zh-CN,zh-TW,699021,重巡,撒丁帝国,,那不勒斯,那不勒斯,
提康德羅加,卡莉永,zh-CN,zh-TW,107141,正航,白鹰,,提康德罗加,卡莉永,
摩爾曼斯克,摩尔曼斯克,zh-CN,zh-TW,702061,轻巡,北方联合,,摩尔曼斯克,摩尔曼斯克,
撫順-勇者,抚顺-勇者,zh-CN,zh-TW,900413,轻巡,通用,,抚顺-勇者,抚顺-勇者,
敦克爾克,敦刻尔克,zh-CN,zh-TW,904011,战巡,维希教廷,,敦刻尔克,敦刻尔克,
敦克爾克·META,敦刻尔克·META,zh-CN,zh-TW,9704061,战巡,META,META,敦刻尔克·META,敦刻尔克·META,
文森尼斯,文森斯,zh-CN,zh-TW,103101,重巡,白鹰,,文森斯,文森斯,
文琴佐·焦貝蒂,文琴佐·焦贝蒂,zh-CN,zh-TW,601031,驱逐,撒丁帝国,,文琴佐·焦贝蒂,文琴佐·焦贝蒂,
斐濟,斐济,zh-CN,zh-TW,202161,轻巡,皇家,,斐济,斐济,
斯庫拉,斯库拉,zh-CN,zh-TW,202331,轻巡,皇家,,斯库拉,斯库拉,
新條茜,新条茜,zh-CN,zh-TW,10800021,战列,联动阵营,,新条茜,新条茜,
施佩伯爵將軍,休贝塔伯爵,zh-CN,zh-TW,403051,重巡,铁血,,斯佩伯爵海军上将,休贝塔伯爵,
明尼亞波利斯,明尼阿波利斯,zh-CN,zh-TW,103131,重巡,白鹰,,明尼阿波利斯,明尼阿波利斯,
普林斯頓,普林斯顿,zh-CN,zh-TW,107231,轻航,白鹰,,普林斯顿,普林斯顿,
普林斯頓·META,普林斯顿·META,zh-CN,zh-TW,9706031,轻航,META,META,普林斯顿·META,普林斯顿·META,
曉,枫,zh-CN,zh-TW,301091,驱逐,重樱,,晓,枫,
曙光,阿芙乐尔,zh-CN,zh-TW,702011,轻巡,北方联合,,阿芙乐尔,阿芙乐尔,
曼徹斯特,曼彻斯特,zh-CN,zh-TW,202091,轻巡,皇家,,曼彻斯特,曼彻斯特,
曼非斯,孟菲斯,zh-CN,zh-TW,102161,轻巡,白鹰,,孟菲斯,孟菲斯,
曼非斯·META,孟菲斯·META,zh-CN,zh-TW,900390,轻巡,META,META,孟菲斯·META,孟菲斯·META,
曾克爾將軍,泽特,zh-CN,zh-TW,404071,战巡,铁血,,曾克海军上将,泽特,
朱利奧·凱撒,朱利奥·凯撒,zh-CN,zh-TW,605061,战列,撒丁帝国,,朱利奥·凯撒,朱利奥·凯撒,
朱利奧·凱撒·META,朱利奥·凯撒·META,zh-CN,zh-TW,900491,战列,META,META,朱利奥·凯撒·META,朱利奥·凯撒·META,
朱塞佩·加里波底,朱塞佩·加里波第,zh-CN,zh-TW,602021,轻巡,撒丁帝国,,朱塞佩·加里波第,朱塞佩·加里波第,
朱諾,朱诺,zh-CN,zh-TW,102071,轻巡,白鹰,,朱诺,朱诺,
李奧納多·達·文西,莱昂纳多·达·芬奇,zh-CN,zh-TW,608021,潜艇,撒丁帝国,,莱昂纳多·达·芬奇,莱昂纳多·达·芬奇,
杓鷸,杓鹬,zh-CN,zh-TW,202221,轻巡,皇家,,杓鹬,杓鹬,
杜布雷,迪普莱克斯,zh-CN,zh-TW,900445,重巡,维希教廷,,迪普莱克斯,迪普莱克斯,
杜肯,迪凯纳,zh-CN,zh-TW,803031,重巡,自由鸢尾,,迪凯纳,迪凯纳,
松鯛,松鲷,zh-CN,zh-TW,108081,潜艇,白鹰,,松鲷,松鲷,
查爾斯·奧斯本,查尔斯·奥斯本,zh-CN,zh-TW,101111,驱逐,白鹰,,查尔斯·奥斯本,查尔斯·奥斯本,
柴契爾,撒切尔,zh-CN,zh-TW,101121,驱逐,白鹰,,撒切尔,撒切尔,
格倫維爾,格伦维尔,zh-CN,zh-TW,201131,驱逐,皇家,,格伦维尔,格伦维尔,
格倫維爾·META,格伦维尔·META,zh-CN,zh-TW,9701071,驱逐,META,META,格伦维尔·META,格伦维尔·META,
格洛斯特,格罗斯特,zh-CN,zh-TW,202101,轻巡,皇家,,格罗斯特,格罗斯特,
梅克倫堡,梅克琳达,zh-CN,zh-TW,499101,战列,铁血,,梅克伦堡,梅克琳达,
棘鰭,棘鳍,zh-CN,zh-TW,108031,潜艇,白鹰,,棘鳍,棘鳍,
構建者,构建者,zh-CN,zh-TW,900506,正航,塞壬,,构建者,构建者,
標槍,标枪,zh-CN,zh-TW,201211,驱逐,皇家,,标枪,标枪,
標槍-傳說級勇者,标枪-传说级勇者,zh-CN,zh-TW,900410,驱逐,通用,,标枪-传说级勇者,标枪-传说级勇者,
樸茨茅斯冒險號,朴茨茅斯冒险号,zh-CN,zh-TW,900466,风帆,飓风船团,,朴茨茅斯冒险号,朴茨茅斯冒险号,
歐根親王,萨沃伊亲王,zh-CN,zh-TW,403031,重巡,铁血,,欧根亲王,萨沃伊亲王,
歐根親王(μ兵裝),萨沃伊亲王(μ兵装),zh-CN,zh-TW,403151,重巡,铁血,μ兵装,欧根亲王(μ兵装),萨沃伊亲王(μ兵装),
歐若拉,欧若拉,zh-CN,zh-TW,202151,轻巡,皇家,,欧若拉,欧若拉,
比叡·META,鲟·META（前排）,zh-CN,zh-TW,900450,超巡,META,META,比叡·META（前排）,鲟·META（前排）,
水星紀念,水星纪念,zh-CN,zh-TW,702021,轻巡,北方联合,,水星纪念,水星纪念,
水星紀念·META,水星纪念·META,zh-CN,zh-TW,9702071,轻巡,META,META,水星纪念·META,水星纪念·META,
水瀨伊織,水濑伊织,zh-CN,zh-TW,10700031,战列,联动阵营,,水濑伊织,水濑伊织,
水無瀨,鼯,zh-CN,zh-TW,302271,轻巡,重樱,,水无濑,鼯,
江風·META,茳·META,zh-CN,zh-TW,9701081,驱逐,META,META,江风·META,茳·META,
沃克蘭,沃克兰,zh-CN,zh-TW,901031,驱逐,维希教廷,,沃克兰,沃克兰,
法蘭德斯,弗兰德尔,zh-CN,zh-TW,900398,超巡,维希教廷,,弗兰德尔,弗兰德尔,
波夕,树城,zh-CN,zh-TW,102291,轻巡,白鹰,,博伊西,树城,
波夕(μ兵裝),树城(μ兵装),zh-CN,zh-TW,102321,轻巡,白鹰,μ兵装,博伊西(μ兵装),树城(μ兵装),
波夕·META,树城·META,zh-CN,zh-TW,9702081,轻巡,META,META,博伊西·META,树城·META,
波爾塔瓦,波尔塔瓦,zh-CN,zh-TW,705081,战列,北方联合,,波尔塔瓦,波尔塔瓦,
波特蘭,波特兰,zh-CN,zh-TW,103061,重巡,白鹰,,波特兰,波特兰,
派翠夏‧阿貝爾海姆,帕特莉夏·阿贝尔海姆,zh-CN,zh-TW,10900031,战列,联动阵营,,帕特莉夏·阿贝尔海姆,帕特莉夏·阿贝尔海姆,
海倫娜,海伦娜,zh-CN,zh-TW,102051,轻巡,白鹰,,海伦娜,海伦娜,
海倫娜·META,海伦娜·META,zh-CN,zh-TW,9702011,轻巡,META,META,海伦娜·META,海伦娜·META,
海因里希親王,赫莉米娜亲王,zh-CN,zh-TW,403091,重巡,铁血,,海因里希亲王,赫莉米娜亲王,
海爾賽‧鮑威爾,哈尔西·鲍威尔,zh-CN,zh-TW,101431,驱逐,白鹰,,哈尔西·鲍威尔,哈尔西·鲍威尔,
海豚號,海豚号,zh-CN,zh-TW,9600111,风帆,飓风船团,,海豚号,海豚号,
淺間,猏,zh-CN,zh-TW,303201,重巡,重樱,,浅间,猏,
渡良瀨,獭,zh-CN,zh-TW,302251,轻巡,重樱,,渡良濑,獭,
滿潮,樠,zh-CN,zh-TW,301651,驱逐,重樱,,满潮,樠,
潘勒韋,伴尔维,zh-CN,zh-TW,807021,正航,自由鸢尾,,伴尔维,伴尔维,
澤西,泽西,zh-CN,zh-TW,201251,驱逐,皇家,,泽西,泽西,
濟安,济安,zh-CN,zh-TW,502091,轻巡,东煌,,济安,济安,
濱風,樇,zh-CN,zh-TW,301611,驱逐,重樱,,滨风,樇,
火奴魯魯,火奴鲁鲁,zh-CN,zh-TW,102121,轻巡,白鹰,,火奴鲁鲁,火奴鲁鲁,
火槍手,火枪手,zh-CN,zh-TW,201271,驱逐,皇家,,火枪手,火枪手,
烏戈里諾·維瓦爾迪,乌戈里诺·维瓦尔迪,zh-CN,zh-TW,601121,驱逐,撒丁帝国,,乌戈里诺·维瓦尔迪,乌戈里诺·维瓦尔迪,
烏爾里希·馮·胡滕,乌尔里克·冯·胡贝尔,zh-CN,zh-TW,405031,战列,铁血,,乌尔里希·冯·胡滕,乌尔里克·冯·胡贝尔,
無敵,无敌,zh-CN,zh-TW,201261,驱逐,皇家,,无敌,无敌,
無畏,无畏,zh-CN,zh-TW,107111,正航,白鹰,,无畏,无畏,
焦蘇埃·卡爾杜奇,焦苏埃·卡尔杜齐,zh-CN,zh-TW,601111,驱逐,撒丁帝国,,焦苏埃·卡尔杜齐,焦苏埃·卡尔杜齐,
熱心,热心,zh-CN,zh-TW,201031,驱逐,皇家,,热心,热心,
牙買加,牙买加,zh-CN,zh-TW,202171,轻巡,皇家,,牙买加,牙买加,
特倫托,特伦托,zh-CN,zh-TW,603011,重巡,撒丁帝国,,特伦托,特伦托,
特倫托·META,特伦托·META,zh-CN,zh-TW,900490,重巡,META,META,特伦托·META,特伦托·META,
特拉法加,特拉法尔加,zh-CN,zh-TW,201381,驱逐,皇家,,特拉法尔加,特拉法尔加,
特裝型布里MKIII,特装型布里MKIII,zh-CN,zh-TW,100021,驱逐,通用,,特装型布里MKIII,特装型布里MKIII,
狂戰帝王古立特,狂战帝王古立特,zh-CN,zh-TW,900808,轻巡,联动阵营,,狂战帝王古立特,狂战帝王古立特,
獅,狮,zh-CN,zh-TW,205161,战列,皇家,,狮,狮,
獨立,独立,zh-CN,zh-TW,107221,轻航,白鹰,,独立,独立,
獨角獸,独角兽,zh-CN,zh-TW,206031,轻航,皇家,,独角兽,独角兽,
獨角獸-見習神官,独角兽-见习神官,zh-CN,zh-TW,900415,轻航,通用,,独角兽-见习神官,独角兽-见习神官,
獵人,猎人,zh-CN,zh-TW,201201,驱逐,皇家,,猎人,猎人,
獵人·META,猎人·META,zh-CN,zh-TW,9701011,驱逐,META,META,猎人·META,猎人·META,
珍珠號,珍珠号,zh-CN,zh-TW,9600141,风帆,飓风船团,,珍珠号,珍珠号,
班森,本森,zh-CN,zh-TW,101161,驱逐,白鹰,,本森,本森,
瑪莉蘿絲,玛莉萝丝,zh-CN,zh-TW,10600011,驱逐,联动阵营,,玛莉萝丝,玛莉萝丝,
瑪麗·賽勒斯特號,玛丽·西莱斯特号,zh-CN,zh-TW,900462,风帆,飓风船团,,玛丽·西莱斯特号,玛丽·西莱斯特号,
環,环,zh-CN,zh-TW,10600091,战巡,联动阵营,,环,环,
甘古特META,甘古特·META,zh-CN,zh-TW,9705101,战列,META,META,甘古特·META,甘古特·META,
田納西,田纳西,zh-CN,zh-TW,105071,战列,白鹰,,田纳西,田纳西,
的里雅斯德,的里雅斯特,zh-CN,zh-TW,603041,重巡,撒丁帝国,,的里雅斯特,的里雅斯特,
皇家幸運號,皇家财富号,zh-CN,zh-TW,900405,风帆,飓风船团,,皇家财富号,皇家财富号,
皇家橡樹,皇家橡树,zh-CN,zh-TW,205141,战列,皇家,,皇家橡树,皇家橡树,
皇家詹姆斯號,皇家詹姆斯号,zh-CN,zh-TW,9600151,风帆,飓风船团,,皇家詹姆斯号,皇家詹姆斯号,
碉堡山,邦克山,zh-CN,zh-TW,107171,正航,白鹰,,邦克山,邦克山,
確捷,确捷,zh-CN,zh-TW,202231,轻巡,皇家,,确捷,确捷,
福爾班,福尔班,zh-CN,zh-TW,801021,驱逐,自由鸢尾,,福尔班,福尔班,
科洛蒂婭·巴蘭茨,科洛蒂娅·巴兰茨,zh-CN,zh-TW,10900021,轻航,联动阵营,,科洛蒂娅·巴兰茨,科洛蒂娅·巴兰茨,
科爾克,科尔克,zh-CN,zh-TW,101371,驱逐,白鹰,,科尔克,科尔克,
科羅拉多,科罗拉多,zh-CN,zh-TW,105091,战列,白鹰,,科罗拉多,科罗拉多,
窩瓦,伏尔加,zh-CN,zh-TW,707011,正航,北方联合,,伏尔加,伏尔加,
競技神,竞技神,zh-CN,zh-TW,206011,轻航,皇家,,竞技神,竞技神,
築摩,狘,zh-CN,zh-TW,303061,重巡,重樱,,筑摩,狘,
約克,伊冯娜,zh-CN,zh-TW,203071,重巡,皇家,,约克,伊冯娜,
約克公爵,约克公爵,zh-CN,zh-TW,205071,战列,皇家,,约克公爵,约克公爵,
約克鎮,约克城,zh-CN,zh-TW,107051,正航,白鹰,,约克城,约克城,
約克鎮II,约克城II,zh-CN,zh-TW,107101,正航,白鹰,II型,约克城II,约克城II,
約克鎮·META,约克城·META,zh-CN,zh-TW,9707081,正航,META,META,约克城·META,约克城·META,
紅色高加索,红色山脉,zh-CN,zh-TW,702091,轻巡,北方联合,,红色山脉,红色山脉,
納希莫夫海軍上將,纳希莫夫海军上将,zh-CN,zh-TW,799021,正航,北方联合,,纳希莫夫海军上将,纳希莫夫海军上将,
納爾遜,纳尔逊,zh-CN,zh-TW,205031,战列,皇家,,纳尔逊,纳尔逊,
紐倫堡,诺菈,zh-CN,zh-TW,402051,轻巡,铁血,,纽伦堡,诺菈,
紐卡斯爾,纽卡斯尔,zh-CN,zh-TW,202191,轻巡,皇家,,纽卡斯尔,纽卡斯尔,
紐奧良,新奥尔良,zh-CN,zh-TW,103121,重巡,白鹰,,新奥尔良,新奥尔良,
紐澤西,花园,zh-CN,zh-TW,105171,战列,白鹰,,新泽西,花园,
維托里奧·庫尼貝爾蒂,维托里奥·库尼贝尔蒂,zh-CN,zh-TW,699031,驱逐,撒丁帝国,,维托里奥·库尼贝尔蒂,维托里奥·库尼贝尔蒂,
維托里奧·維內托,维托里奥·维内托,zh-CN,zh-TW,605011,战列,撒丁帝国,,维托里奥·维内托,维托里奥·维内托,
維達號,维达号,zh-CN,zh-TW,9600051,风帆,飓风船团,,维达号,维达号,
綾波-傳說級格鬥家,绫波-传说级格斗家,zh-CN,zh-TW,900412,驱逐,通用,,绫波-传说级格斗家,绫波-传说级格斗家,
綾瀨,狑,zh-CN,zh-TW,302261,轻巡,重樱,,绫濑,狑,
羅利,罗利,zh-CN,zh-TW,102021,轻巡,白鹰,,罗利,罗利,
羅德尼,罗德尼,zh-CN,zh-TW,205041,战列,皇家,,罗德尼,罗德尼,
羅德尼·META,罗德尼·META,zh-CN,zh-TW,9705051,战列,META,META,罗德尼·META,罗德尼·META,
羅恩,艾伯塔,zh-CN,zh-TW,499011,重巡,铁血,,罗恩,艾伯塔,
羅恩(μ兵裝),艾伯塔(μ兵装),zh-CN,zh-TW,403081,重巡,铁血,μ兵装,罗恩(μ兵装),艾伯塔(μ兵装),
羅馬,罗马,zh-CN,zh-TW,605031,战列,撒丁帝国,,罗马,罗马,
美因茲,米兹,zh-CN,zh-TW,499031,轻巡,铁血,,美因茨,米兹,
考彭斯,科本斯,zh-CN,zh-TW,107251,轻航,白鹰,,科本斯,科本斯,
聖哈辛托,圣哈辛托,zh-CN,zh-TW,107301,轻航,白鹰,,圣哈辛托,圣哈辛托,
聖地牙哥,圣戴安娜,zh-CN,zh-TW,102081,轻巡,白鹰,,圣地亚哥,圣戴安娜,
聖塔菲,圣塔菲,zh-CN,zh-TW,102341,轻巡,白鹰,,圣塔菲,圣塔菲,
聖女貞德,圣女贞德,zh-CN,zh-TW,802021,轻巡,自由鸢尾,,圣女贞德,圣女贞德,
聖女貞德-王國軍聖女,圣女贞德-王国军圣女,zh-CN,zh-TW,900421,轻巡,通用,,圣女贞德-王国军圣女,圣女贞德-王国军圣女,
聖胡安,圣胡安,zh-CN,zh-TW,102221,轻巡,白鹰,,圣胡安,圣胡安,
聖路易斯,圣路易斯,zh-CN,zh-TW,102131,轻巡,白鹰,,圣路易斯,圣路易斯,
聖馬丁號,圣马丁号,zh-CN,zh-TW,900463,风帆,飓风船团,,圣马丁号,圣马丁号,
聲望,声望,zh-CN,zh-TW,204011,战巡,皇家,,声望,声望,
聲望·META,声望·META,zh-CN,zh-TW,900504,战巡,META,META,声望·META,声望·META,
能代(μ兵裝),貅(μ兵装),zh-CN,zh-TW,302241,轻巡,重樱,μ兵装,能代(μ兵装),貅(μ兵装),
腓特烈·卡爾,腓德雷卡·卡尔,zh-CN,zh-TW,403141,重巡,铁血,,腓特烈·卡尔,腓德雷卡·卡尔,
腓特烈·卡爾-鋼鐵教會機械師,腓特烈·卡尔-钢铁教会机械师,zh-CN,zh-TW,900427,正航,通用,,腓特烈·卡尔-钢铁教会机械师,腓特烈·卡尔-钢铁教会机械师,
興登堡,希尔德加德,zh-CN,zh-TW,499091,重巡,铁血,,兴登堡,希尔德加德,
舊金山,雾城,zh-CN,zh-TW,103141,重巡,白鹰,,旧金山,雾城,
艾倫·M·桑拿,艾伦·萨姆纳,zh-CN,zh-TW,101451,驱逐,白鹰,,艾伦·萨姆纳,艾伦·萨姆纳,
艾塞克斯,埃塞克斯,zh-CN,zh-TW,107091,正航,白鹰,,埃塞克斯,埃塞克斯,
艾爾文,艾尔温,zh-CN,zh-TW,101401,驱逐,白鹰,,艾尔温,艾尔温,
艾菈‧馮‧杜勒,艾菈·冯·杜勒,zh-CN,zh-TW,900515,轻巡,联动阵营,,艾菈·冯·杜勒,艾菈·冯·杜勒,
英王喬治五世,英王乔治五世,zh-CN,zh-TW,205051,战列,皇家,,英王乔治五世,英王乔治五世,
茉茉·貝莉雅·戴比路克,梦梦·贝莉雅·戴比路克,zh-CN,zh-TW,900475,轻巡,联动阵营,,梦梦·贝莉雅·戴比路克,梦梦·贝莉雅·戴比路克,
莉拉·德西亞斯,莉拉·德西亚斯,zh-CN,zh-TW,10900041,重巡,联动阵营,,莉拉·德西亚斯,莉拉·德西亚斯,
莫加多爾,莫加多尔,zh-CN,zh-TW,900809,驱逐,维希教廷,,莫加多尔,莫加多尔,
華盛頓,华盛顿,zh-CN,zh-TW,105131,战列,白鹰,,华盛顿,华盛顿,
菲利克斯·舒爾茨,弗郎西斯卡·舒伯特,zh-CN,zh-TW,499081,驱逐,铁血,,菲利克斯·舒尔茨,弗郎西斯卡·舒伯特,
萊姆號,莱姆号,zh-CN,zh-TW,9600131,风帆,飓风船团,,莱姆号,莱姆号,
萊比錫,莉普莎,zh-CN,zh-TW,402041,轻巡,铁血,,莱比锡,莉普莎,
萊莎琳·斯托特,莱莎琳·斯托特,zh-CN,zh-TW,10900011,轻巡,联动阵营,,莱莎琳·斯托特,莱莎琳·斯托特,
蒼龍·META,蛟·META,zh-CN,zh-TW,9707031,正航,META,META,苍龙·META,蛟·META,
