source,target,tgt_lng,src_lng,ship_id,ship_type,nation,variant
埃爾賓,埃尔宾,zh-CN,zh-TW,402081,轻巡,铁血,
埃米爾•貝爾坦,埃米尔·贝尔汀,zh-CN,zh-TW,802011,轻巡,自由鸢尾,
基輔,基辅,zh-CN,zh-TW,701101,驱逐,北方联合,
堪薩斯,堪萨斯,zh-CN,zh-TW,199061,战列,白鹰,
塔什干(μ兵裝),塔什干(μ兵装),zh-CN,zh-TW,701051,驱逐,北方联合,μ兵装
塔爾圖,塔尔图,zh-CN,zh-TW,901021,驱逐,维希教廷,
塞瓦斯托波爾,塞瓦斯托波尔,zh-CN,zh-TW,705071,战列,北方联合,
夕張,夕张,zh-CN,zh-TW,302011,轻巡,重樱,
夕燒,夕烧,zh-CN,zh-TW,11000071,重巡,联动阵营,
大膽,大胆,zh-CN,zh-TW,801051,驱逐,自由鸢尾,
大青花魚,大青花鱼,zh-CN,zh-TW,108021,潜艇,白鹰,
大青花魚(μ兵裝),大青花鱼(μ兵装),zh-CN,zh-TW,108051,潜艇,白鹰,μ兵装
大鬥犬,大斗犬,zh-CN,zh-TW,201071,驱逐,皇家,
大鳳,大凤,zh-CN,zh-TW,307071,正航,重樱,
大鳳(μ兵裝),大凤(μ兵装),zh-CN,zh-TW,307111,正航,重樱,μ兵装
大鳳·META,大凤·META,zh-CN,zh-TW,9707051,正航,META,META
大黃蜂,大黄蜂,zh-CN,zh-TW,107071,正航,白鹰,
大黃蜂II,大黄蜂II,zh-CN,zh-TW,107121,正航,白鹰,II型
大黃蜂·META,大黄蜂·META,zh-CN,zh-TW,9707061,正航,META,META
天鷹,天鹰,zh-CN,zh-TW,607011,正航,撒丁帝国,
奇爾沙治,奇尔沙治,zh-CN,zh-TW,199041,航战,白鹰,
奧丁,奥丁,zh-CN,zh-TW,499041,战巡,铁血,
奧克拉荷馬,俄克拉荷马,zh-CN,zh-TW,105021,战列,白鹰,
奧列格,奥列格,zh-CN,zh-TW,702081,轻巡,北方联合,
奧利克,奥利克,zh-CN,zh-TW,101131,驱逐,白鹰,
奧古斯特·馮·帕塞瓦爾,奥古斯特·冯·帕塞瓦尔,zh-CN,zh-TW,499061,正航,铁血,
奧托·馮·阿爾文斯萊本,奥托·冯·阿尔文斯莱本,zh-CN,zh-TW,401991,驱逐,铁血,
奧馬哈,奥马哈,zh-CN,zh-TW,102011,轻巡,白鹰,
女將,女将,zh-CN,zh-TW,201011,驱逐,皇家,
妙風,妙风,zh-CN,zh-TW,301921,驱逐,重樱,
妮娜‧弗里德,妮娜·弗里德,zh-CN,zh-TW,900518,战列,联动阵营,
威嚴,威严,zh-CN,zh-TW,701021,驱逐,北方联合,
威爾斯親王,威尔士亲王,zh-CN,zh-TW,205061,战列,皇家,
娜娜·阿絲達·戴比路克,娜娜·阿丝达·戴比路克,zh-CN,zh-TW,900474,驱逐,联动阵营,
安克拉治,安克雷奇,zh-CN,zh-TW,199031,重巡,白鹰,
安妮女王復仇號,安妮女王复仇号,zh-CN,zh-TW,9600121,风帆,飓风船团,
安德烈亞·多里亞,安德烈亚·多利亚,zh-CN,zh-TW,605071,战列,撒丁帝国,
安德烈亞·多里亞·META,安德烈亚·多利亚·META,zh-CN,zh-TW,900492,战列,META,META
富蘭克林,富兰克林,zh-CN,zh-TW,107131,正航,白鹰,
寧海,宁海,zh-CN,zh-TW,502021,轻巡,东煌,
寶多六花,宝多六花,zh-CN,zh-TW,10800011,轻巡,联动阵营,
射水魚,射水鱼,zh-CN,zh-TW,108061,潜艇,白鹰,
小企業,小企业,zh-CN,zh-TW,107991,正航,白鹰,
小信濃,小信浓,zh-CN,zh-TW,307141,正航,重樱,
小光輝,小光辉,zh-CN,zh-TW,207091,正航,皇家,
小克里夫蘭,小克利夫兰,zh-CN,zh-TW,102201,轻巡,白鹰,
小埃吉爾,小埃吉尔,zh-CN,zh-TW,403161,超巡,铁血,
小大鳳,小大凤,zh-CN,zh-TW,307131,正航,重樱,
小天鵝,小天鹅,zh-CN,zh-TW,201101,驱逐,皇家,
小安克拉治,小安克雷奇,zh-CN,zh-TW,103291,重巡,白鹰,
小施佩,小斯佩,zh-CN,zh-TW,403131,重巡,铁血,
小歐根,小欧根,zh-CN,zh-TW,403121,重巡,铁血,
小海倫娜,小海伦娜,zh-CN,zh-TW,102191,轻巡,白鹰,
小獵兔犬,小猎兔犬,zh-CN,zh-TW,201061,驱逐,皇家,
小聖地牙哥,小圣地亚哥,zh-CN,zh-TW,102211,轻巡,白鹰,
小聲望,小声望,zh-CN,zh-TW,204041,战巡,皇家,
小貝法,小贝法,zh-CN,zh-TW,202181,轻巡,皇家,
小齊柏林,小齐柏林,zh-CN,zh-TW,407021,正航,铁血,
尼科洛索·達·雷科,尼科洛索·达雷科,zh-CN,zh-TW,601061,驱逐,撒丁帝国,
尾張,尾张,zh-CN,zh-TW,305131,战列,重樱,
山風,山风,zh-CN,zh-TW,301481,驱逐,重樱,
岡依沙瓦號,冈依沙瓦号,zh-CN,zh-TW,900468,风帆,飓风船团,
島風,岛风,zh-CN,zh-TW,301291,驱逐,重樱,
川內,川内,zh-CN,zh-TW,302121,轻巡,重樱,
巴托洛梅奧·科萊奧尼,巴托洛梅奥·科莱奥尼,zh-CN,zh-TW,602031,轻巡,撒丁帝国,
巴爾的摩,巴尔的摩,zh-CN,zh-TW,103161,重巡,白鹰,
巴爾的摩(μ兵裝),巴尔的摩(μ兵装),zh-CN,zh-TW,103251,重巡,白鹰,μ兵装
布倫努斯,布伦努斯,zh-CN,zh-TW,803021,重巡,自由鸢尾,
布倫希爾德,布伦希尔德,zh-CN,zh-TW,404051,战巡,铁血,
布呂歇爾,布吕歇尔,zh-CN,zh-TW,403021,重巡,铁血,
布希,布什,zh-CN,zh-TW,101331,驱逐,白鹰,
布蘭,布兰,zh-CN,zh-TW,900076,驱逐,联动阵营,
布里斯托爾,布里斯托尔,zh-CN,zh-TW,101491,驱逐,白鹰,
布雷默頓,布莱默顿,zh-CN,zh-TW,103241,重巡,白鹰,
布魯克林,布鲁克林,zh-CN,zh-TW,102031,轻巡,白鹰,
希佩爾將軍,希佩尔海军上将,zh-CN,zh-TW,403011,重巡,铁血,
希佩爾將軍(μ兵裝),希佩尔海军上将(μ兵装),zh-CN,zh-TW,403071,重巡,铁血,μ兵装
希佩爾將軍·META,希佩尔海军上将·META,zh-CN,zh-TW,9703051,重巡,META,META
帕沙第納,帕萨迪纳,zh-CN,zh-TW,102351,轻巡,白鹰,
帝國,帝国,zh-CN,zh-TW,607021,正航,撒丁帝国,
幻想號,幻想号,zh-CN,zh-TW,9600081,风帆,飓风船团,
庫拉索,库拉索,zh-CN,zh-TW,202211,轻巡,皇家,
庫斯克,库尔斯克,zh-CN,zh-TW,703021,重巡,北方联合,
庫珀,库珀,zh-CN,zh-TW,101441,驱逐,白鹰,
弗朗切斯科·卡拉喬洛,弗朗西斯科·卡拉乔洛,zh-CN,zh-TW,605091,战列,撒丁帝国,
弗里茨·魯梅,弗里茨·鲁梅,zh-CN,zh-TW,407041,正航,铁血,
彭薩科拉,彭萨科拉,zh-CN,zh-TW,103011,重巡,白鹰,
復仇,复仇,zh-CN,zh-TW,205111,战列,皇家,
德米特里·頓斯科伊,迪米特里·顿斯科伊,zh-CN,zh-TW,799031,轻巡,北方联合,
惡毒,恶毒,zh-CN,zh-TW,901111,驱逐,维希教廷,
惡毒(μ兵裝),恶毒(μ兵装),zh-CN,zh-TW,901121,驱逐,维希教廷,μ兵装
愛丁堡,爱丁堡,zh-CN,zh-TW,202111,轻巡,皇家,
愛宕,爱宕,zh-CN,zh-TW,303121,重巡,重樱,
愛斯基摩,爱斯基摩人,zh-CN,zh-TW,201321,驱逐,皇家,
應瑞,应瑞,zh-CN,zh-TW,502041,轻巡,东煌,
托里切利,托里拆利,zh-CN,zh-TW,608011,潜艇,撒丁帝国,
拉斐爾,拉斐尔,zh-CN,zh-TW,605081,战列,撒丁帝国,
拉菲-傳說級魔法師,拉菲-传说级魔法师,zh-CN,zh-TW,900409,战列,通用,
拿坡里,那不勒斯,zh-CN,zh-TW,699021,重巡,撒丁帝国,
提康德羅加,提康德罗加,zh-CN,zh-TW,107141,正航,白鹰,
摩爾曼斯克,摩尔曼斯克,zh-CN,zh-TW,702061,轻巡,北方联合,
撫順,抚顺,zh-CN,zh-TW,501021,驱逐,东煌,
撫順-勇者,抚顺-勇者,zh-CN,zh-TW,900413,轻巡,通用,
敦克爾克,敦刻尔克,zh-CN,zh-TW,904011,战巡,维希教廷,
敦克爾克·META,敦刻尔克·META,zh-CN,zh-TW,9704061,战巡,META,META
文森尼斯,文森斯,zh-CN,zh-TW,103101,重巡,白鹰,
文琴佐·焦貝蒂,文琴佐·焦贝蒂,zh-CN,zh-TW,601031,驱逐,撒丁帝国,
斐濟,斐济,zh-CN,zh-TW,202161,轻巡,皇家,
斑鳩,斑鸠,zh-CN,zh-TW,11000021,重巡,联动阵营,
斯庫拉,斯库拉,zh-CN,zh-TW,202331,轻巡,皇家,
新條茜,新条茜,zh-CN,zh-TW,10800021,战列,联动阵营,
施佩伯爵將軍,斯佩伯爵海军上将,zh-CN,zh-TW,403051,重巡,铁血,
旗風,旗风,zh-CN,zh-TW,301791,驱逐,重樱,
明尼亞波利斯,明尼阿波利斯,zh-CN,zh-TW,103131,重巡,白鹰,
時崎狂三,时崎狂三,zh-CN,zh-TW,11500051,轻巡,联动阵营,
時雨,时雨,zh-CN,zh-TW,301151,驱逐,重樱,
普林斯頓,普林斯顿,zh-CN,zh-TW,107231,轻航,白鹰,
普林斯頓·META,普林斯顿·META,zh-CN,zh-TW,9706031,轻航,META,META
曉,晓,zh-CN,zh-TW,301091,驱逐,重樱,
曙光,阿芙乐尔,zh-CN,zh-TW,702011,轻巡,北方联合,
曼徹斯特,曼彻斯特,zh-CN,zh-TW,202091,轻巡,皇家,
曼非斯,孟菲斯,zh-CN,zh-TW,102161,轻巡,白鹰,
曼非斯·META,孟菲斯·META,zh-CN,zh-TW,900390,轻巡,META,META
曾克爾將軍,曾克海军上将,zh-CN,zh-TW,404071,战巡,铁血,
朱利奧·凱撒,朱利奥·凯撒,zh-CN,zh-TW,605061,战列,撒丁帝国,
朱利奧·凱撒·META,朱利奥·凯撒·META,zh-CN,zh-TW,900491,战列,META,META
朱塞佩·加里波底,朱塞佩·加里波第,zh-CN,zh-TW,602021,轻巡,撒丁帝国,
朱諾,朱诺,zh-CN,zh-TW,102071,轻巡,白鹰,
李奧納多·達·文西,莱昂纳多·达·芬奇,zh-CN,zh-TW,608021,潜艇,撒丁帝国,
杓鷸,杓鹬,zh-CN,zh-TW,202221,轻巡,皇家,
杜布雷,迪普莱克斯,zh-CN,zh-TW,900445,重巡,维希教廷,
杜肯,迪凯纳,zh-CN,zh-TW,803031,重巡,自由鸢尾,
松風,松风,zh-CN,zh-TW,301311,驱逐,重樱,
松鯛,松鲷,zh-CN,zh-TW,108081,潜艇,白鹰,
查爾斯·奧斯本,查尔斯·奥斯本,zh-CN,zh-TW,101111,驱逐,白鹰,
柴契爾,撒切尔,zh-CN,zh-TW,101121,驱逐,白鹰,
格倫維爾,格伦维尔,zh-CN,zh-TW,201131,驱逐,皇家,
格倫維爾·META,格伦维尔·META,zh-CN,zh-TW,9701071,驱逐,META,META
格洛斯特,格罗斯特,zh-CN,zh-TW,202101,轻巡,皇家,
梅克倫堡,梅克伦堡,zh-CN,zh-TW,499101,战列,铁血,
棘鰭,棘鳍,zh-CN,zh-TW,108031,潜艇,白鹰,
構建者,构建者,zh-CN,zh-TW,900506,正航,塞壬,
標槍,标枪,zh-CN,zh-TW,201211,驱逐,皇家,
標槍-傳說級勇者,标枪-传说级勇者,zh-CN,zh-TW,900410,驱逐,通用,
樸茨茅斯冒險號,朴茨茅斯冒险号,zh-CN,zh-TW,900466,风帆,飓风船团,
歐根親王,欧根亲王,zh-CN,zh-TW,403031,重巡,铁血,
歐根親王(μ兵裝),欧根亲王(μ兵装),zh-CN,zh-TW,403151,重巡,铁血,μ兵装
歐若拉,欧若拉,zh-CN,zh-TW,202151,轻巡,皇家,
比叡·META,比叡·META（前排）,zh-CN,zh-TW,900450,超巡,META,META
水星紀念,水星纪念,zh-CN,zh-TW,702021,轻巡,北方联合,
水星紀念·META,水星纪念·META,zh-CN,zh-TW,9702071,轻巡,META,META
水瀨伊織,水濑伊织,zh-CN,zh-TW,10700031,战列,联动阵营,
水無月,水无月,zh-CN,zh-TW,301371,驱逐,重樱,
水無瀨,水无濑,zh-CN,zh-TW,302271,轻巡,重樱,
江風,江风,zh-CN,zh-TW,301491,驱逐,重樱,
江風·META,江风·META,zh-CN,zh-TW,9701081,驱逐,META,META
沃克蘭,沃克兰,zh-CN,zh-TW,901031,驱逐,维希教廷,
法蘭德斯,弗兰德尔,zh-CN,zh-TW,900398,超巡,维希教廷,
波夕,博伊西,zh-CN,zh-TW,102291,轻巡,白鹰,
波夕(μ兵裝),博伊西(μ兵装),zh-CN,zh-TW,102321,轻巡,白鹰,μ兵装
波夕·META,博伊西·META,zh-CN,zh-TW,9702081,轻巡,META,META
波爾塔瓦,波尔塔瓦,zh-CN,zh-TW,705081,战列,北方联合,
波特蘭,波特兰,zh-CN,zh-TW,103061,重巡,白鹰,
派翠夏‧阿貝爾海姆,帕特莉夏·阿贝尔海姆,zh-CN,zh-TW,10900031,战列,联动阵营,
浦風,浦风,zh-CN,zh-TW,301591,驱逐,重樱,
海倫娜,海伦娜,zh-CN,zh-TW,102051,轻巡,白鹰,
海倫娜·META,海伦娜·META,zh-CN,zh-TW,9702011,轻巡,META,META
海因里希親王,海因里希亲王,zh-CN,zh-TW,403091,重巡,铁血,
海爾賽‧鮑威爾,哈尔西·鲍威尔,zh-CN,zh-TW,101431,驱逐,白鹰,
海籌,海筹,zh-CN,zh-TW,502121,轻巡,东煌,
海豚號,海豚号,zh-CN,zh-TW,9600111,风帆,飓风船团,
海風,海风,zh-CN,zh-TW,301471,驱逐,重樱,
涼月,凉月,zh-CN,zh-TW,301841,驱逐,重樱,
涼波,凉波,zh-CN,zh-TW,301911,驱逐,重樱,
淺間,浅间,zh-CN,zh-TW,303201,重巡,重樱,
渡良瀨,渡良濑,zh-CN,zh-TW,302251,轻巡,重樱,
滿潮,满潮,zh-CN,zh-TW,301651,驱逐,重樱,
潘勒韋,伴尔维,zh-CN,zh-TW,807021,正航,自由鸢尾,
澤西,泽西,zh-CN,zh-TW,201251,驱逐,皇家,
濟安,济安,zh-CN,zh-TW,502091,轻巡,东煌,
濱風,滨风,zh-CN,zh-TW,301611,驱逐,重樱,
火奴魯魯,火奴鲁鲁,zh-CN,zh-TW,102121,轻巡,白鹰,
火槍手,火枪手,zh-CN,zh-TW,201271,驱逐,皇家,
烏戈里諾·維瓦爾迪,乌戈里诺·维瓦尔迪,zh-CN,zh-TW,601121,驱逐,撒丁帝国,
烏爾里希·馮·胡滕,乌尔里希·冯·胡滕,zh-CN,zh-TW,405031,战列,铁血,
無敵,无敌,zh-CN,zh-TW,201261,驱逐,皇家,
無畏,无畏,zh-CN,zh-TW,107111,正航,白鹰,
焦蘇埃·卡爾杜奇,焦苏埃·卡尔杜齐,zh-CN,zh-TW,601111,驱逐,撒丁帝国,
熱心,热心,zh-CN,zh-TW,201031,驱逐,皇家,
牙買加,牙买加,zh-CN,zh-TW,202171,轻巡,皇家,
特倫托,特伦托,zh-CN,zh-TW,603011,重巡,撒丁帝国,
特倫托·META,特伦托·META,zh-CN,zh-TW,900490,重巡,META,META
特拉法加,特拉法尔加,zh-CN,zh-TW,201381,驱逐,皇家,
特裝型布里MKIII,特装型布里MKIII,zh-CN,zh-TW,100021,驱逐,通用,
狂戰帝王古立特,狂战帝王古立特,zh-CN,zh-TW,900808,轻巡,联动阵营,
獅,狮,zh-CN,zh-TW,205161,战列,皇家,
獨立,独立,zh-CN,zh-TW,107221,轻航,白鹰,
獨角獸,独角兽,zh-CN,zh-TW,206031,轻航,皇家,
獨角獸-見習神官,独角兽-见习神官,zh-CN,zh-TW,900415,轻航,通用,
獵人,猎人,zh-CN,zh-TW,201201,驱逐,皇家,
獵人·META,猎人·META,zh-CN,zh-TW,9701011,驱逐,META,META
珍珠號,珍珠号,zh-CN,zh-TW,9600141,风帆,飓风船团,
班森,本森,zh-CN,zh-TW,101161,驱逐,白鹰,
瑞鳳,瑞凤,zh-CN,zh-TW,306041,轻航,重樱,
瑞鶴,瑞鹤,zh-CN,zh-TW,307061,正航,重樱,
瑪莉蘿絲,玛莉萝丝,zh-CN,zh-TW,10600011,驱逐,联动阵营,
瑪麗·賽勒斯特號,玛丽·西莱斯特号,zh-CN,zh-TW,900462,风帆,飓风船团,
環,环,zh-CN,zh-TW,10600091,战巡,联动阵营,
甘古特META,甘古特·META,zh-CN,zh-TW,9705101,战列,META,META
田納西,田纳西,zh-CN,zh-TW,105071,战列,白鹰,
白鳳,白凤,zh-CN,zh-TW,307161,正航,重樱,
白龍,白龙,zh-CN,zh-TW,399051,正航,重樱,
的里雅斯德,的里雅斯特,zh-CN,zh-TW,603041,重巡,撒丁帝国,
皇家幸運號,皇家财富号,zh-CN,zh-TW,900405,风帆,飓风船团,
皇家橡樹,皇家橡树,zh-CN,zh-TW,205141,战列,皇家,
皇家詹姆斯號,皇家詹姆斯号,zh-CN,zh-TW,9600151,风帆,飓风船团,
碉堡山,邦克山,zh-CN,zh-TW,107171,正航,白鹰,
確捷,确捷,zh-CN,zh-TW,202231,轻巡,皇家,
磯風,矶风,zh-CN,zh-TW,301601,驱逐,重樱,
神風,神风,zh-CN,zh-TW,301301,驱逐,重樱,
祥鳳,祥凤,zh-CN,zh-TW,306051,轻航,重樱,
福爾班,福尔班,zh-CN,zh-TW,801021,驱逐,自由鸢尾,
科洛蒂婭·巴蘭茨,科洛蒂娅·巴兰茨,zh-CN,zh-TW,10900021,轻航,联动阵营,
科爾克,科尔克,zh-CN,zh-TW,101371,驱逐,白鹰,
科羅拉多,科罗拉多,zh-CN,zh-TW,105091,战列,白鹰,
窩瓦,伏尔加,zh-CN,zh-TW,707011,正航,北方联合,
競技神,竞技神,zh-CN,zh-TW,206011,轻航,皇家,
築摩,筑摩,zh-CN,zh-TW,303061,重巡,重樱,
紀伊,纪伊,zh-CN,zh-TW,305121,战列,重樱,
約克,约克,zh-CN,zh-TW,203071,重巡,皇家,
約克公爵,约克公爵,zh-CN,zh-TW,205071,战列,皇家,
約克鎮,约克城,zh-CN,zh-TW,107051,正航,白鹰,
約克鎮II,约克城II,zh-CN,zh-TW,107101,正航,白鹰,II型
約克鎮·META,约克城·META,zh-CN,zh-TW,9707081,正航,META,META
紅色高加索,红色山脉,zh-CN,zh-TW,702091,轻巡,北方联合,
納希莫夫海軍上將,纳希莫夫海军上将,zh-CN,zh-TW,799021,正航,北方联合,
納爾遜,纳尔逊,zh-CN,zh-TW,205031,战列,皇家,
紐倫堡,纽伦堡,zh-CN,zh-TW,402051,轻巡,铁血,
紐卡斯爾,纽卡斯尔,zh-CN,zh-TW,202191,轻巡,皇家,
紐奧良,新奥尔良,zh-CN,zh-TW,103121,重巡,白鹰,
紐澤西,新泽西,zh-CN,zh-TW,105171,战列,白鹰,
維托里奧·庫尼貝爾蒂,维托里奥·库尼贝尔蒂,zh-CN,zh-TW,699031,驱逐,撒丁帝国,
維托里奧·維內托,维托里奥·维内托,zh-CN,zh-TW,605011,战列,撒丁帝国,
維達號,维达号,zh-CN,zh-TW,9600051,风帆,飓风船团,
綾波,绫波,zh-CN,zh-TW,301051,驱逐,重樱,
綾波-傳說級格鬥家,绫波-传说级格斗家,zh-CN,zh-TW,900412,驱逐,通用,
綾瀨,绫濑,zh-CN,zh-TW,302261,轻巡,重樱,
羅利,罗利,zh-CN,zh-TW,102021,轻巡,白鹰,
羅德尼,罗德尼,zh-CN,zh-TW,205041,战列,皇家,
羅德尼·META,罗德尼·META,zh-CN,zh-TW,9705051,战列,META,META
羅恩,罗恩,zh-CN,zh-TW,499011,重巡,铁血,
羅恩(μ兵裝),罗恩(μ兵装),zh-CN,zh-TW,403081,重巡,铁血,μ兵装
羅馬,罗马,zh-CN,zh-TW,605031,战列,撒丁帝国,
美因茲,美因茨,zh-CN,zh-TW,499031,轻巡,铁血,
翔鶴,翔鹤,zh-CN,zh-TW,307051,正航,重樱,
考彭斯,科本斯,zh-CN,zh-TW,107251,轻航,白鹰,
聖哈辛托,圣哈辛托,zh-CN,zh-TW,107301,轻航,白鹰,
聖地牙哥,圣地亚哥,zh-CN,zh-TW,102081,轻巡,白鹰,
聖塔菲,圣塔菲,zh-CN,zh-TW,102341,轻巡,白鹰,
聖女貞德,圣女贞德,zh-CN,zh-TW,802021,轻巡,自由鸢尾,
聖女貞德-王國軍聖女,圣女贞德-王国军圣女,zh-CN,zh-TW,900421,轻巡,通用,
聖胡安,圣胡安,zh-CN,zh-TW,102221,轻巡,白鹰,
聖路易斯,圣路易斯,zh-CN,zh-TW,102131,轻巡,白鹰,
聖馬丁號,圣马丁号,zh-CN,zh-TW,900463,风帆,飓风船团,
聲望,声望,zh-CN,zh-TW,204011,战巡,皇家,
聲望·META,声望·META,zh-CN,zh-TW,900504,战巡,META,META
能代(μ兵裝),能代(μ兵装),zh-CN,zh-TW,302241,轻巡,重樱,μ兵装
腓特烈·卡爾,腓特烈·卡尔,zh-CN,zh-TW,403141,重巡,铁血,
腓特烈·卡爾-鋼鐵教會機械師,腓特烈·卡尔-钢铁教会机械师,zh-CN,zh-TW,900427,正航,通用,
興登堡,兴登堡,zh-CN,zh-TW,499091,重巡,铁血,
舊金山,旧金山,zh-CN,zh-TW,103141,重巡,白鹰,
艾倫·M·桑拿,艾伦·萨姆纳,zh-CN,zh-TW,101451,驱逐,白鹰,
艾塞克斯,埃塞克斯,zh-CN,zh-TW,107091,正航,白鹰,
艾爾文,艾尔温,zh-CN,zh-TW,101401,驱逐,白鹰,
艾菈‧馮‧杜勒,艾菈·冯·杜勒,zh-CN,zh-TW,900515,轻巡,联动阵营,
若葉,若叶,zh-CN,zh-TW,301231,驱逐,重樱,
英王喬治五世,英王乔治五世,zh-CN,zh-TW,205051,战列,皇家,
茉茉·貝莉雅·戴比路克,梦梦·贝莉雅·戴比路克,zh-CN,zh-TW,900475,轻巡,联动阵营,
莉拉·德西亞斯,莉拉·德西亚斯,zh-CN,zh-TW,10900041,重巡,联动阵营,
莫加多爾,莫加多尔,zh-CN,zh-TW,900809,驱逐,维希教廷,
華甲,华甲,zh-CN,zh-TW,506021,轻航,东煌,
華盛頓,华盛顿,zh-CN,zh-TW,105131,战列,白鹰,
菲利克斯·舒爾茨,菲利克斯·舒尔茨,zh-CN,zh-TW,499081,驱逐,铁血,
萊姆號,莱姆号,zh-CN,zh-TW,9600131,风帆,飓风船团,
萊比錫,莱比锡,zh-CN,zh-TW,402041,轻巡,铁血,
萊莎琳·斯托特,莱莎琳·斯托特,zh-CN,zh-TW,10900011,轻巡,联动阵营,
蒼龍,苍龙,zh-CN,zh-TW,307031,正航,重樱,
蒼龍·META,苍龙·META,zh-CN,zh-TW,9707031,正航,META,META
薩拉托加,萨拉托加,zh-CN,zh-TW,107031,正航,白鹰,
薩福克,萨福克,zh-CN,zh-TW,203041,重巡,皇家,
藍鰓魚,蓝鳃鱼,zh-CN,zh-TW,108041,潜艇,白鹰,
蘇塞克斯,苏塞克斯,zh-CN,zh-TW,203091,重巡,皇家,
蘇弗朗,絮弗伦,zh-CN,zh-TW,803011,重巡,自由鸢尾,
蘇維埃俄羅斯,苏维埃罗西亚,zh-CN,zh-TW,705051,战列,北方联合,
蘇維埃白俄羅斯,苏维埃贝拉罗斯,zh-CN,zh-TW,705041,战列,北方联合,
蘇維埃聯盟,苏维埃同盟,zh-CN,zh-TW,705021,战列,北方联合,
蘭利,兰利,zh-CN,zh-TW,107011,轻航,白鹰,
蘭利II,兰利II,zh-CN,zh-TW,107271,轻航,白鹰,II型
虎賁,虎贲,zh-CN,zh-TW,501061,驱逐,东煌,
螢火蟲,萤火虫,zh-CN,zh-TW,201141,驱逐,皇家,
西北風,西北风,zh-CN,zh-TW,601041,驱逐,撒丁帝国,
西南風,西南风,zh-CN,zh-TW,601051,驱逐,撒丁帝国,
西維吉尼亞,西弗吉尼亚,zh-CN,zh-TW,105111,战列,白鹰,
西連寺春菜,西连寺春菜,zh-CN,zh-TW,900477,战巡,联动阵营,
西雅圖,西雅图,zh-CN,zh-TW,199011,轻巡,白鹰,
親潮,亲潮,zh-CN,zh-TW,301281,驱逐,重樱,
觀察者-零,观察者-零,zh-CN,zh-TW,900136,正航,白鹰,
試作型布里MKII,试作型布里MKII,zh-CN,zh-TW,100011,驱逐,通用,II型
諾福克,诺福克,zh-CN,zh-TW,203051,重巡,皇家,
謝菲爾德,谢菲尔德,zh-CN,zh-TW,202081,轻巡,皇家,
謝菲爾德(μ兵裝),谢菲尔德(μ兵装),zh-CN,zh-TW,202251,轻巡,皇家,μ兵装
謝菲爾德·META,谢菲尔德·META,zh-CN,zh-TW,9702031,轻巡,META,META
讓·巴爾,让巴尔,zh-CN,zh-TW,900092,轻巡,白鹰,
谷風,谷风,zh-CN,zh-TW,301621,驱逐,重樱,
貝亞德,贝亚德,zh-CN,zh-TW,899041,轻巡,自由鸢尾,
貝亞恩,贝亚恩,zh-CN,zh-TW,807011,正航,自由鸢尾,
貝亞恩·META,贝亚恩·META,zh-CN,zh-TW,9707041,正航,META,META
貝利,贝利,zh-CN,zh-TW,101271,驱逐,白鹰,
貝勒森林,贝劳森林,zh-CN,zh-TW,806011,轻航,自由鸢尾,
貝奇,贝奇,zh-CN,zh-TW,101351,驱逐,白鹰,
貝爾,贝尔,zh-CN,zh-TW,101521,驱逐,白鹰,
貝爾法斯特,贝尔法斯特,zh-CN,zh-TW,202121,轻巡,皇家,
貝露,贝露,zh-CN,zh-TW,900077,正航,联动阵营,
賓夕法尼亞,宾夕法尼亚,zh-CN,zh-TW,105031,战列,白鹰,
賽莉‧古勞斯,赛莉·古劳斯,zh-CN,zh-TW,10900051,正航,联动阵营,
赤城(μ兵裝),赤城(μ兵装),zh-CN,zh-TW,307101,正航,重樱,μ兵装
赫斯緹雅,赫斯缇雅,zh-CN,zh-TW,11400011,维修,联动阵营,
路易斯維爾,路易斯维尔,zh-CN,zh-TW,103271,重巡,白鹰,
迪蓋·特魯安,迪盖·特鲁因,zh-CN,zh-TW,802041,轻巡,自由鸢尾,
追趕者,追赶者,zh-CN,zh-TW,206051,轻航,皇家,
追風,追风,zh-CN,zh-TW,301851,驱逐,重樱,
速科夫,絮库夫,zh-CN,zh-TW,808011,潜艇,自由鸢尾,
遊騎兵,突击者,zh-CN,zh-TW,107041,轻航,白鹰,
里奇蒙,里士满,zh-CN,zh-TW,102111,轻巡,白鹰,
金剛,金刚,zh-CN,zh-TW,304011,战巡,重樱,
金剛(μ兵裝),金刚(μ兵装),zh-CN,zh-TW,304081,战巡,重樱,μ兵装
金布里機甲1號,金布里机甲1号,zh-CN,zh-TW,900424,超巡,通用,
金獅,金狮,zh-CN,zh-TW,900943,重巡,郁金王国,
金色闇影,金色暗影,zh-CN,zh-TW,900476,战列,联动阵营,
金鹿號,金鹿号,zh-CN,zh-TW,900464,风帆,飓风船团,
鈍劍,花剑,zh-CN,zh-TW,901051,驱逐,维希教廷,
鈴谷,铃谷,zh-CN,zh-TW,303171,重巡,重樱,
銳劍,重剑,zh-CN,zh-TW,901061,驱逐,维希教廷,
鎮海,镇海,zh-CN,zh-TW,506011,轻航,东煌,
鐵必制,提尔比茨,zh-CN,zh-TW,405021,战列,铁血,
長島,长岛,zh-CN,zh-TW,106011,轻航,白鹰,
長春,长春,zh-CN,zh-TW,501031,驱逐,东煌,
長月,长月,zh-CN,zh-TW,301391,驱逐,重樱,
