id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
TourGuideQuest.9002.1,将任意8张秘纹升至6阶以上,Upgrade any 8 Discs to Tier 6 or above,ロスレコ8枚をランク6以上に昇格する,임의의 8개 레코드 6승급 이상 달성,將任意8張祕紋升至6階以上,TourGuideQuest.json
TourGuideQuest.9003.1,将任意12个战斗技能升至5级以上,Upgrade any 12 combat skills to Lv. 5 or above,巡遊者スキル12個をレベル5以上に強化する,임의의 12개 전투 스킬 레벨 5 이상 달성,將任意12個戰鬥技能升至5級以上,TourGuideQuest.json
TourGuideQuest.9004.1,在「心危擂台」中任意2座擂台通关难度6 第5擂,Clear any 2 arenas in Arena 5 on Difficulty 6 in the Menace Arena,「無限リング」の任意の2つのリングで難易度6・第5階層をクリアする,「혼돈의 아레나」의 아레나 2개에서 난이도6 05아레나 클리어,在「心危擂台」中通過任2座擂台難度6 第5擂,TourGuideQuest.json
TourGuideQuest.9005.1,通关指定灾变防线关卡「魔物浪潮」,Clear Cataclysm Survivor stage: Monster Surge,骸魔防衛戦：骸魔の大群Ⅰをクリアする,지정된 재앙의 전선 스테이지 「몬스터 웨이브」 클리어,通過指定災變防線關卡「魔物浪潮」,TourGuideQuest.json
TravelerDuelChallengeQuest.100100.1,同时携带【迟滞·小】与【渴血】完成秀场,Complete the show with Sluggish: Lesser and Blood Thirst,「停滞・小」と「吸血」を同時に選択してクリアする,「지체·소」와 「피의 갈망」을 동시에 보유한 채 클리어,同時攜帶【遲滯·小】與【渴血】完成秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.100107.1,完成任意难度巅峰秀场,Clear Summit Show of any difficulty,任意の難易度で頂上決戦をクリアする,임의 난이도 정상결전 클리어,通過任意難度巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.100108.1,完成难度10以上的巅峰秀场,Complete Summit Show of Difficulty 10 or above,難易度Lv.10以上で頂上決戦をクリアする,난이도 10 이상의 정상결전 완료,完成難度10以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.100109.1,完成难度20以上的巅峰秀场,Complete Summit Show of Difficulty 20 or above,難易度Lv.20以上で頂上決戦をクリアする,난이도 20 이상의 정상결전 완료,完成難度20以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.100110.1,完成难度30以上的巅峰秀场,Complete Summit Show of Difficulty 30 or above,難易度Lv.30以上で頂上決戦をクリアする,난이도 30 이상의 정상결전 완료,完成難度30以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.100111.1,完成难度40以上的巅峰秀场,Complete Summit Show of Difficulty 40 or above,難易度Lv.40以上で頂上決戦をクリアする,난이도 40 이상의 정상결전 완료,完成難度40以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.100112.1,完成难度50以上的巅峰秀场,Complete Summit Show of Difficulty 50 or above,難易度Lv.50以上で頂上決戦をクリアする,난이도 50 이상의 정상결전 완료,完成難度50以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.100113.1,完成难度60以上的巅峰秀场,Complete Summit Show of Difficulty 60 or above,難易度Lv.60以上で頂上決戦をクリアする,난이도 60 이상의 정상결전 완료,完成難度60以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.100114.1,完成难度70以上的巅峰秀场,Complete Summit Show of Difficulty 70 or above,難易度Lv.70以上で頂上決戦をクリアする,난이도 70 이상의 정상결전 완료,完成難度70以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.100115.1,「猫临城下」系列称号等级达到猫临城下1星,Reach Cat-stle Siege: 1-Star in the Cat-stle Siege title series,「漆黒の眷属」ランク1に到達,「캣 앳 더 게이트」 시리즈 칭호 레벨 캣 앳 더 게이트 ★1 달성,「貓臨城下」系列稱號等級達到貓臨城下1星,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.100116.1,「猫临城下」系列称号等级达到猫临城下3星,Reach Cat-stle Siege: 3-Star in the Cat-stle Siege title series,「漆黒の眷属」ランク3に到達,「캣 앳 더 게이트」 시리즈 칭호 레벨 캣 앳 더 게이트 ★3 달성,「貓臨城下」系列稱號等級達到貓臨城下3星,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.100117.1,「猫临城下」系列称号等级达到猫临城下5星,Reach Cat-stle Siege: 5-Star in the Cat-stle Siege title series,「漆黒の眷属」ランク5に到達,「캣 앳 더 게이트」 시리즈 칭호 레벨 캣 앳 더 게이트 ★5 달성,「貓臨城下」系列稱號等級達到貓臨城下5星,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.100118.1,「猫临城下」系列称号等级达到直面黑暗,Reach Face the Dark in the Cat-stle Siege title series,「漆黒の同胞」に到達,「캣 앳 더 게이트」 시리즈 칭호 레벨 어둠에 맞서는 자 달성,「貓臨城下」系列稱號等級達到直面黑暗,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.100119.1,「猫临城下」系列称号等级达到直面黑暗2星,Reach Face the Dark: 2-Star in the Cat-stle Siege title series,「漆黒の同胞」ランク2に到達,「캣 앳 더 게이트」 시리즈 칭호 레벨 어둠에 맞서는 자 ★2 달성,「貓臨城下」系列稱號等級達到直面黑暗2星,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.100120.1,「猫临城下」系列称号等级达到直面黑暗5星,Reach Face the Dark: 5-Star in the Cat-stle Siege title series,「漆黒の同胞」ランク5に到達,「캣 앳 더 게이트」 시리즈 칭호 레벨 어둠에 맞서는 자 ★5 달성,「貓臨城下」系列稱號等級達到直面黑暗5星,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.100121.1,「猫临城下」系列称号等级达到尊我为王,Reach Rule It All in the Cat-stle Siege title series,「漆黒の覇王」に到達,「캣 앳 더 게이트」 시리즈 칭호 레벨 나는 왕이다 달성,「貓臨城下」系列稱號等級達到尊我為王,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.200100.1,同时携带【致残打击】与【渴血】完成秀场,Complete the show with Crippling Blow and Blood Thirst,「致命的打撃」と「吸血」を同時に選択してクリアする,「절명의 일격」과 「피의 갈망」을 동시에 보유한 채 클리어,同時攜帶【致殘打擊】與【渴血】完成秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.200105.1,通关巅峰秀场,Clear Summit Show,頂上決戦をクリアする,정상결전 클리어,通關巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.200106.1,完成难度20以上的巅峰秀场,Complete Summit Show of Difficulty 20 or above,難易度Lv.20で頂上決戦をクリアする,난이도 20 이상의 정상결전 완료,完成難度20以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.200107.1,完成难度30以上的巅峰秀场,Complete Summit Show of Difficulty 30 or above,難易度Lv.30で頂上決戦をクリアする,난이도 30 이상의 정상결전 완료,完成難度30以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.200108.1,完成难度40以上的巅峰秀场,Complete Summit Show of Difficulty 40 or above,難易度Lv.40で頂上決戦をクリアする,난이도 40 이상의 정상결전 완료,完成難度40以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.200109.1,完成难度50以上的巅峰秀场,Complete Summit Show of Difficulty 50 or above,難易度Lv.50で頂上決戦をクリアする,난이도 50 이상의 정상결전 완료,完成難度50以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.200110.1,完成难度60以上的巅峰秀场,Complete Summit Show of Difficulty 60 or above,難易度Lv.60で頂上決戦をクリアする,난이도 60 이상의 정상결전 완료,完成難度60以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.200111.1,完成难度70以上的巅峰秀场,Complete Summit Show of Difficulty 70 or above,難易度Lv.70で頂上決戦をクリアする,난이도 70 이상의 정상결전 완료,完成難度70以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.200112.1,完成难度80以上的巅峰秀场,Complete Summit Show of Difficulty 80 or above,難易度Lv.80で頂上決戦をクリアする,난이도 80 이상의 정상결전 완료,完成難度80以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.200113.1,完成难度90以上的巅峰秀场,Complete Summit Show of Difficulty 90 or above,難易度Lv.90で頂上決戦をクリアする,난이도 90 이상의 정상결전 완료,完成難度90以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.200114.1,完成难度100以上的巅峰秀场,Complete Summit Show of Difficulty 100 or above,難易度Lv.100で頂上決戦をクリアする,난이도 100 이상의 정상결전 완료,完成難度100以上的巔峰秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.300100.1,同时携带【战斗专注】与【渴血】完成秀场,Complete the show with Battle Trance and Blood Thirst,「戦闘集中」と「吸血」を同時に選択してクリアする,「집중 전투」와 「피의 갈망」을 동시에 보유한 채 클리어,同時攜帶【戰鬥專注】與【渴血】完成秀場,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.300115.1,莉莉贝尔粉丝团等级达到小贝心1星,Reach Lili Bae Club Level: Bea-lover 1★,シモベアーランク1に到達,엔젤곰 팬클럽 레벨 부하곰 ★1 달성,莉莉貝爾粉絲團等級達到小貝心1星,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.300116.1,莉莉贝尔粉丝团等级达到小贝心3星,Reach Lili Bae Club Level: Bea-lover 3★,シモベアーランク3に到達,엔젤곰 팬클럽 레벨 부하곰 ★3 달성,莉莉貝爾粉絲團等級達到小貝心3星,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.300117.1,莉莉贝尔粉丝团等级达到小贝心5星,Reach Lili Bae Club Level: Bea-lover 5★,シモベアーランク5に到達,엔젤곰 팬클럽 레벨 부하곰 ★5 달성,莉莉貝爾粉絲團等級達到小貝心5星,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.300118.1,莉莉贝尔粉丝团等级达到贝心舰长,Reach Lili Bae Club Level: Bea-votee,VIPシモベアーに到達,엔젤곰 팬클럽 레벨 VIP부하곰 달성,莉莉貝爾粉絲團等級達到貝心執事,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.300119.1,莉莉贝尔粉丝团等级达到贝心舰长2星,Reach Lili Bae Club Level: Bea-votee 2★,VIPシモベアーランク2に到達,엔젤곰 팬클럽 레벨 VIP부하곰 ★2 달성,莉莉貝爾粉絲團等級達到貝心執事2星,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.300120.1,莉莉贝尔粉丝团等级达到贝心舰长5星,Reach Lili Bae Club Level: Bea-votee 5★,VIPシモベアーランク5に到達,엔젤곰 팬클럽 레벨 VIP부하곰 ★5 달성,莉莉貝爾粉絲團等級達到貝心執事5星,TravelerDuelChallengeQuest.json
TravelerDuelChallengeQuest.300121.1,莉莉贝尔粉丝团等级达到贝心真爱团,Reach Lili Bae Club Level: Bea-liever,TOPシモベアーに到達,엔젤곰 팬클럽 레벨 TOP부하곰 달성,莉莉貝爾粉絲團等級達到貝心親衛隊,TravelerDuelChallengeQuest.json
VampireSurvivorQuest.101.1,赛季关卡累计获得10000分,"Earn a total of 10,000 points in season stages",シーズンステージで合計10000Pt獲得,시즌 스테이지 누적 10000포인트 획득,"賽季關卡獲得累計達10,000分",VampireSurvivorQuest.json
VampireSurvivorQuest.10101.1,完成港口防卫,Complete Port Defense,骸魔襲来Ⅰをクリアする,항구 방어 클리어,完成港口防衛,VampireSurvivorQuest.json
VampireSurvivorQuest.10102.1,港口防卫达到2500分,"Reach 2,500 points in Port Defense",骸魔襲来Ⅰで2500Ptに到達する,항구 방어 2500점 달성,"港口防衛達到2,500分",VampireSurvivorQuest.json
VampireSurvivorQuest.10103.1,港口防卫达到4000分,"Reach 4,000 points in Port Defense",骸魔襲来Ⅰで4000Ptに到達する,항구 방어 4000점 달성,"港口防衛達到4,000分",VampireSurvivorQuest.json
VampireSurvivorQuest.102.1,赛季关卡累计获得15000分,"Earn a total of 15,000 points in season stages",シーズンステージで合計15000Pt獲得する,시즌 스테이지 누적 15000포인트 획득,"賽季關卡獲得累計達15,000分",VampireSurvivorQuest.json
VampireSurvivorQuest.10201.1,完成港口防卫Ⅱ,Complete Port Defense Ⅱ,骸魔襲来Ⅱをクリアする,항구 방어 Ⅱ 클리어,完成港口防衛II,VampireSurvivorQuest.json
VampireSurvivorQuest.10202.1,港口防卫Ⅱ达到10000分,"Reach 10,000 points in Port Defense Ⅱ",骸魔襲来Ⅱで10000Pt到達する,항구 방어 Ⅱ 10000점 달성,"港口防衛Ⅱ達到10,000分",VampireSurvivorQuest.json
VampireSurvivorQuest.10203.1,港口防卫Ⅱ达到15000分,"Reach 15,000 points in Port Defense Ⅱ",骸魔襲来Ⅱで15000Pt到達する,항구 방어 Ⅱ 15000점 달성,"港口防衛II達到15,000分",VampireSurvivorQuest.json
VampireSurvivorQuest.103.1,赛季关卡累计获得20000分,"Earn a total of 20,000 points in season stages",シーズンステージで合計20000Pt獲得する,시즌 스테이지 누적 20000포인트 획득,"賽季關卡獲得累計達20,000分",VampireSurvivorQuest.json
VampireSurvivorQuest.10301.1,完成港口防卫Ⅲ,Complete Port Defense Ⅲ,骸魔襲来Ⅲをクリアする,항구 방어 Ⅲ 클리어,完成港口防衛III,VampireSurvivorQuest.json
VampireSurvivorQuest.10302.1,港口防卫Ⅲ达到10000分,"Reach 10,000 points in Port Defense Ⅲ",骸魔襲来Ⅲで10000Pt到達する,항구 방어 Ⅲ 10000점 달성,"港口防衛III達到10,000分",VampireSurvivorQuest.json
