source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
射水魚,アーチャーフィッシュ,ja-JP,zh-TW,108061,潜艇,Submarine,白鹰,Eagle Union,,,射水鱼,喷水鱼,
小企業,リトル・エンタープライズ,ja-JP,zh-TW,107991,正航,Aircraft Carrier,白鹰,Eagle Union,,,小企业,,
小信濃,信濃ちゃん,ja-JP,zh-TW,307141,正航,Aircraft Carrier,重樱,Sakura Empire,,,小信浓,小鵗,
小光輝,リトル・イラストリアス,ja-JP,zh-TW,207091,正航,Aircraft Carrier,皇家,Royal Navy,,,小光辉,,
小克里夫蘭,リトル・クリーブランド,ja-JP,zh-TW,102201,轻巡,Light Cruiser,白鹰,Eagle Union,,,小克利夫兰,,
小埃吉爾,エーギルちゃん,ja-JP,zh-TW,403161,超巡,Large Cruiser,铁血,Iron Blood,,,小埃吉尔,小埃格妮丝,
小大鳳,大鳳ちゃん,ja-JP,zh-TW,307131,正航,Aircraft Carrier,重樱,Sakura Empire,,,小大凤,小鹩,
小天鵝,シグニット,ja-JP,zh-TW,201101,驱逐,Destroyer,皇家,Royal Navy,,,小天鹅,,
小安克拉治,リトル・アンカレッジ,ja-JP,zh-TW,103291,重巡,Heavy Cruiser,白鹰,Eagle Union,,,小安克雷奇,,
小施佩,シュペーちゃん,ja-JP,zh-TW,403131,重巡,Heavy Cruiser,铁血,Iron Blood,,,小斯佩,小休贝塔,
小歐根,プリンツ・オイゲンちゃん,ja-JP,zh-TW,403121,重巡,Heavy Cruiser,铁血,Iron Blood,,,小欧根,小萨沃伊,
小海倫娜,リトル・ヘレナ,ja-JP,zh-TW,102191,轻巡,Light Cruiser,白鹰,Eagle Union,,,小海伦娜,,
小獵兔犬,ビーグル,ja-JP,zh-TW,201061,驱逐,Destroyer,皇家,Royal Navy,,,小猎兔犬,,
小聖地牙哥,リトル・サンディエゴ,ja-JP,zh-TW,102211,轻巡,Light Cruiser,白鹰,Eagle Union,,,小圣地亚哥,小圣戴安娜,
小聲望,リトル・レナウン,ja-JP,zh-TW,204041,战巡,Battlecruiser,皇家,Royal Navy,,,小声望,,
小貝法,ベルちゃん,ja-JP,zh-TW,202181,轻巡,Light Cruiser,皇家,Royal Navy,,,小贝法,,
小齊柏林,ツェッペリンちゃん,ja-JP,zh-TW,407021,正航,Aircraft Carrier,铁血,Iron Blood,,,小齐柏林,小海拉,
尼科洛索·達·雷科,ニコロソ・ダ・レッコ,ja-JP,zh-TW,601061,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,尼科洛索·达雷科,,
岡依沙瓦號,ガンズウェイ,ja-JP,zh-TW,900468,风帆,Sailing Frigate,飓风船团,Tempesta,,,冈依沙瓦号,,
川內,川内,ja-JP,zh-TW,302121,轻巡,Light Cruiser,重樱,Sakura Empire,,,川内,貆,
巴托洛梅奧·科萊奧尼,バルトロメオ・コレオーニ,ja-JP,zh-TW,602031,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,巴托洛梅奥·科莱奥尼,,
巴爾的摩,ボルチモア,ja-JP,zh-TW,103161,重巡,Heavy Cruiser,白鹰,Eagle Union,,,巴尔的摩,,
巴爾的摩(μ兵裝),ボルチモア(μ兵装),ja-JP,zh-TW,103251,重巡,Heavy Cruiser,白鹰,Eagle Union,μ兵装,,巴尔的摩(μ兵装),,
布倫努斯,ブレンヌス,ja-JP,zh-TW,803021,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,布伦努斯,,
布倫希爾德,ブリュンヒルデ,ja-JP,zh-TW,404051,战巡,Battlecruiser,铁血,Iron Blood,,,布伦希尔德,贝尔莎,
布呂歇爾,ブリュッヒャー,ja-JP,zh-TW,403021,重巡,Heavy Cruiser,铁血,Iron Blood,,,布吕歇尔,布丽吉特,
布希,ブッシュ,ja-JP,zh-TW,101331,驱逐,Destroyer,白鹰,Eagle Union,,,布什,,
布蘭,ブラン,ja-JP,zh-TW,900076,驱逐,Destroyer,联动阵营,Collab,,,布兰,,
布里斯托爾,ブリストル,ja-JP,zh-TW,101491,驱逐,Destroyer,白鹰,Eagle Union,,,布里斯托尔,,
布雷默頓,ブレマートン,ja-JP,zh-TW,103241,重巡,Heavy Cruiser,白鹰,Eagle Union,,,布莱默顿,,
布魯克林,ブルックリン,ja-JP,zh-TW,102031,轻巡,Light Cruiser,白鹰,Eagle Union,,,布鲁克林,,
希佩爾將軍,アドミラル・ヒッパー,ja-JP,zh-TW,403011,重巡,Heavy Cruiser,铁血,Iron Blood,,,希佩尔海军上将,芙兰希卡,
希佩爾將軍(μ兵裝),アドミラル·ヒッパー(μ兵装),ja-JP,zh-TW,403071,重巡,Heavy Cruiser,铁血,Iron Blood,μ兵装,,希佩尔海军上将(μ兵装),芙兰希卡(μ兵装),
希佩爾將軍·META,アドミラル・ヒッパー(META),ja-JP,zh-TW,9703051,重巡,Heavy Cruiser,META,META,META,,希佩尔海军上将·META,芙兰希卡·META,
帕沙第納,パサデナ,ja-JP,zh-TW,102351,轻巡,Light Cruiser,白鹰,Eagle Union,,,帕萨迪纳,,
帝國,インペロ,ja-JP,zh-TW,607021,正航,Aircraft Carrier,撒丁帝国,Sardegna Empire,,,帝国,,
幻想號,ファンシー,ja-JP,zh-TW,9600081,风帆,Sailing Frigate,飓风船团,Tempesta,,,幻想号,,
庫拉索,キュラソー,ja-JP,zh-TW,202211,轻巡,Light Cruiser,皇家,Royal Navy,,,库拉索,,
庫斯克,クルスク,ja-JP,zh-TW,703021,重巡,Heavy Cruiser,北方联合,Northern Parliament,,,库尔斯克,,
庫珀,クーパー,ja-JP,zh-TW,101441,驱逐,Destroyer,白鹰,Eagle Union,,,库珀,,
弗朗切斯科·卡拉喬洛,フランチェスコ・カラッチョロ,ja-JP,zh-TW,605091,战列,Battleship,撒丁帝国,Sardegna Empire,,,弗朗西斯科·卡拉乔洛,,
弗里茨·魯梅,フリッツ・ルメイ,ja-JP,zh-TW,407041,正航,Aircraft Carrier,铁血,Iron Blood,,,弗里茨·鲁梅,菲莉西娅·鲁梅,
彭薩科拉,ペンサコーラ,ja-JP,zh-TW,103011,重巡,Heavy Cruiser,白鹰,Eagle Union,,,彭萨科拉,,
復仇,リヴェンジ,ja-JP,zh-TW,205111,战列,Battleship,皇家,Royal Navy,,,复仇,,
德米特里·頓斯科伊,ドミートリィ・ドンスコイ,ja-JP,zh-TW,799031,轻巡,Light Cruiser,北方联合,Northern Parliament,,,迪米特里·顿斯科伊,,
惡毒,ル・マラン,ja-JP,zh-TW,901111,驱逐,Destroyer,维希教廷,Vichya Dominion,,,恶毒,,
惡毒(μ兵裝),ル・マラン(μ兵装),ja-JP,zh-TW,901121,驱逐,Destroyer,维希教廷,Vichya Dominion,μ兵装,,恶毒(μ兵装),,
愛丁堡,エディンバラ,ja-JP,zh-TW,202111,轻巡,Light Cruiser,皇家,Royal Navy,,,爱丁堡,,
愛斯基摩,エスキモー,ja-JP,zh-TW,201321,驱逐,Destroyer,皇家,Royal Navy,,,爱斯基摩人,,
應瑞,応瑞,ja-JP,zh-TW,502041,轻巡,Light Cruiser,东煌,Dragon Empery,,,应瑞,,
托里切利,トリチェリ,ja-JP,zh-TW,608011,潜艇,Submarine,撒丁帝国,Sardegna Empire,,,托里拆利,,
拉斐爾,ラファエロ,ja-JP,zh-TW,605081,战列,Battleship,撒丁帝国,Sardegna Empire,,,拉斐尔,,
拉菲-傳說級魔法師,拉菲-传说级魔法师,ja-JP,zh-TW,900409,战列,Battleship,通用,Universal,,,拉菲-传说级魔法师,,
拿坡里,ナポリ,ja-JP,zh-TW,699021,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,那不勒斯,,
提康德羅加,タイコンデロガ,ja-JP,zh-TW,107141,正航,Aircraft Carrier,白鹰,Eagle Union,,,提康德罗加,卡莉永,
摩爾曼斯克,ムルマンスク,ja-JP,zh-TW,702061,轻巡,Light Cruiser,北方联合,Northern Parliament,,,摩尔曼斯克,,
撫順-勇者,抚顺-勇者,ja-JP,zh-TW,900413,轻巡,Light Cruiser,通用,Universal,,,抚顺-勇者,,
敦克爾克,ダンケルク,ja-JP,zh-TW,904011,战巡,Battlecruiser,维希教廷,Vichya Dominion,,,敦刻尔克,,
敦克爾克·META,ダンケルク(META),ja-JP,zh-TW,9704061,战巡,Battlecruiser,META,META,META,,敦刻尔克·META,,
文森尼斯,ヴィンセンス,ja-JP,zh-TW,103101,重巡,Heavy Cruiser,白鹰,Eagle Union,,,文森斯,,
文琴佐·焦貝蒂,ヴィンチェンツォ・ジョベルティ,ja-JP,zh-TW,601031,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,文琴佐·焦贝蒂,,
斐濟,フィジー,ja-JP,zh-TW,202161,轻巡,Light Cruiser,皇家,Royal Navy,,,斐济,,
斯庫拉,シラ,ja-JP,zh-TW,202331,轻巡,Light Cruiser,皇家,Royal Navy,,,斯库拉,,
新條茜,新条アカネ,ja-JP,zh-TW,10800021,战列,Battleship,联动阵营,Collab,,,新条茜,,
施佩伯爵將軍,アドミラル・グラーフ・シュペー,ja-JP,zh-TW,403051,重巡,Heavy Cruiser,铁血,Iron Blood,,,斯佩伯爵海军上将,休贝塔伯爵,
明尼亞波利斯,ミネアポリス,ja-JP,zh-TW,103131,重巡,Heavy Cruiser,白鹰,Eagle Union,,,明尼阿波利斯,,
普林斯頓,プリンストン,ja-JP,zh-TW,107231,轻航,Light Carrier,白鹰,Eagle Union,,,普林斯顿,,
普林斯頓·META,プリンストン(META),ja-JP,zh-TW,9706031,轻航,Light Carrier,META,META,META,,普林斯顿·META,,
曉,暁,ja-JP,zh-TW,301091,驱逐,Destroyer,重樱,Sakura Empire,,,晓,枫,
曙光,アヴローラ,ja-JP,zh-TW,702011,轻巡,Light Cruiser,北方联合,Northern Parliament,,,阿芙乐尔,,
曼徹斯特,マンチェスター,ja-JP,zh-TW,202091,轻巡,Light Cruiser,皇家,Royal Navy,,,曼彻斯特,,
曼非斯,メンフィス,ja-JP,zh-TW,102161,轻巡,Light Cruiser,白鹰,Eagle Union,,,孟菲斯,,
曼非斯·META,メンフィス(META),ja-JP,zh-TW,900390,轻巡,Light Cruiser,META,META,META,,孟菲斯·META,,
曾克爾將軍,アドミラル・ツェンカー,ja-JP,zh-TW,404071,战巡,Battlecruiser,铁血,Iron Blood,,,曾克海军上将,泽特,
朱利奧·凱撒,ジュリオ・チェザーレ,ja-JP,zh-TW,605061,战列,Battleship,撒丁帝国,Sardegna Empire,,,朱利奥·凯撒,,
朱利奧·凱撒·META,朱利奥·凯撒·META,ja-JP,zh-TW,900491,战列,Battleship,META,META,META,,朱利奥·凯撒·META,,
朱塞佩·加里波底,ジュゼッペ・ガリバルディ,ja-JP,zh-TW,602021,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,朱塞佩·加里波第,,
朱諾,ジュノー,ja-JP,zh-TW,102071,轻巡,Light Cruiser,白鹰,Eagle Union,,,朱诺,,
李奧納多·達·文西,レオナルド・ダ・ヴィンチ,ja-JP,zh-TW,608021,潜艇,Submarine,撒丁帝国,Sardegna Empire,,,莱昂纳多·达·芬奇,,
杓鷸,カーリュー,ja-JP,zh-TW,202221,轻巡,Light Cruiser,皇家,Royal Navy,,,杓鹬,,
杜布雷,デュプレクス,ja-JP,zh-TW,900445,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,,迪普莱克斯,,
杜肯,デュケーヌ,ja-JP,zh-TW,803031,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,迪凯纳,,
松鯛,フラッシャー,ja-JP,zh-TW,108081,潜艇,Submarine,白鹰,Eagle Union,,,松鲷,,
查爾斯·奧斯本,チャールズ・オースバーン,ja-JP,zh-TW,101111,驱逐,Destroyer,白鹰,Eagle Union,,,查尔斯·奥斯本,,
柴契爾,サッチャー,ja-JP,zh-TW,101121,驱逐,Destroyer,白鹰,Eagle Union,,,撒切尔,,
格倫維爾,グレンヴィル,ja-JP,zh-TW,201131,驱逐,Destroyer,皇家,Royal Navy,,,格伦维尔,,
格倫維爾·META,グレンヴィル(META),ja-JP,zh-TW,9701071,驱逐,Destroyer,META,META,META,,格伦维尔·META,,
格洛斯特,グロスター,ja-JP,zh-TW,202101,轻巡,Light Cruiser,皇家,Royal Navy,,,格罗斯特,,
梅克倫堡,メークレンブルク,ja-JP,zh-TW,499101,战列,Battleship,铁血,Iron Blood,,,梅克伦堡,梅克琳达,
棘鰭,カヴァラ,ja-JP,zh-TW,108031,潜艇,Submarine,白鹰,Eagle Union,,,棘鳍,,
構建者,构建者,ja-JP,zh-TW,900506,正航,Aircraft Carrier,塞壬,Siren,,,构建者,,
標槍,ジャベリン,ja-JP,zh-TW,201211,驱逐,Destroyer,皇家,Royal Navy,,,标枪,,
標槍-傳說級勇者,标枪-传说级勇者,ja-JP,zh-TW,900410,驱逐,Destroyer,通用,Universal,,,标枪-传说级勇者,,
樸茨茅斯冒險號,ポーツマウス・アドベンチャー,ja-JP,zh-TW,900466,风帆,Sailing Frigate,飓风船团,Tempesta,,,朴茨茅斯冒险号,,
歐根親王,プリンツ・オイゲン,ja-JP,zh-TW,403031,重巡,Heavy Cruiser,铁血,Iron Blood,,,欧根亲王,萨沃伊亲王,
歐根親王(μ兵裝),プリンツ・オイゲン(μ兵装),ja-JP,zh-TW,403151,重巡,Heavy Cruiser,铁血,Iron Blood,μ兵装,,欧根亲王(μ兵装),萨沃伊亲王(μ兵装),
歐若拉,オーロラ,ja-JP,zh-TW,202151,轻巡,Light Cruiser,皇家,Royal Navy,,,欧若拉,,
比叡·META,比叡·META（前排）,ja-JP,zh-TW,900450,超巡,Large Cruiser,META,META,META,,比叡·META（前排）,鲟·META（前排）,
水星紀念,パーミャチ・メルクーリヤ,ja-JP,zh-TW,702021,轻巡,Light Cruiser,北方联合,Northern Parliament,,,水星纪念,,
水星紀念·META,パーミャチ・メルクーリヤ(META),ja-JP,zh-TW,9702071,轻巡,Light Cruiser,META,META,META,,水星纪念·META,,
水瀨伊織,水瀬伊織,ja-JP,zh-TW,10700031,战列,Battleship,联动阵营,Collab,,,水濑伊织,,
水無瀨,水無瀬,ja-JP,zh-TW,302271,轻巡,Light Cruiser,重樱,Sakura Empire,,,水无濑,鼯,
江風·META,江風(META),ja-JP,zh-TW,9701081,驱逐,Destroyer,META,META,META,,江风·META,茳·META,
沃克蘭,ヴォークラン,ja-JP,zh-TW,901031,驱逐,Destroyer,维希教廷,Vichya Dominion,,,沃克兰,,
法蘭德斯,フランドル,ja-JP,zh-TW,900398,超巡,Large Cruiser,维希教廷,Vichya Dominion,,,弗兰德尔,,
波夕,ボイシ,ja-JP,zh-TW,102291,轻巡,Light Cruiser,白鹰,Eagle Union,,,博伊西,树城,
波夕(μ兵裝),ボイシ(μ兵装),ja-JP,zh-TW,102321,轻巡,Light Cruiser,白鹰,Eagle Union,μ兵装,,博伊西(μ兵装),树城(μ兵装),
波夕·META,ボイシ(META),ja-JP,zh-TW,9702081,轻巡,Light Cruiser,META,META,META,,博伊西·META,树城·META,
波爾塔瓦,ポルタヴァ,ja-JP,zh-TW,705081,战列,Battleship,北方联合,Northern Parliament,,,波尔塔瓦,,
波特蘭,ポートランド,ja-JP,zh-TW,103061,重巡,Heavy Cruiser,白鹰,Eagle Union,,,波特兰,,
派翠夏‧阿貝爾海姆,パトリツィア・アーベルハイム,ja-JP,zh-TW,10900031,战列,Battleship,联动阵营,Collab,,,帕特莉夏·阿贝尔海姆,,
海倫娜,ヘレナ,ja-JP,zh-TW,102051,轻巡,Light Cruiser,白鹰,Eagle Union,,,海伦娜,,
海倫娜·META,ヘレナ(META),ja-JP,zh-TW,9702011,轻巡,Light Cruiser,META,META,META,,海伦娜·META,,
海因里希親王,プリンツ・ハインリヒ,ja-JP,zh-TW,403091,重巡,Heavy Cruiser,铁血,Iron Blood,,,海因里希亲王,赫莉米娜亲王,
海爾賽‧鮑威爾,ハルゼー・パウエル,ja-JP,zh-TW,101431,驱逐,Destroyer,白鹰,Eagle Union,,,哈尔西·鲍威尔,,
海豚號,ドルフィン,ja-JP,zh-TW,9600111,风帆,Sailing Frigate,飓风船团,Tempesta,,,海豚号,,
淺間,浅間,ja-JP,zh-TW,303201,重巡,Heavy Cruiser,重樱,Sakura Empire,,,浅间,猏,
渡良瀨,渡良瀬,ja-JP,zh-TW,302251,轻巡,Light Cruiser,重樱,Sakura Empire,,,渡良濑,獭,
滿潮,満潮,ja-JP,zh-TW,301651,驱逐,Destroyer,重樱,Sakura Empire,,,满潮,樠,
潘勒韋,パンルヴェ,ja-JP,zh-TW,807021,正航,Aircraft Carrier,自由鸢尾,Iris Libre,,,伴尔维,,
澤西,ジャージー,ja-JP,zh-TW,201251,驱逐,Destroyer,皇家,Royal Navy,,,泽西,,
濟安,済安,ja-JP,zh-TW,502091,轻巡,Light Cruiser,东煌,Dragon Empery,,,济安,,
濱風,浜風,ja-JP,zh-TW,301611,驱逐,Destroyer,重樱,Sakura Empire,,,滨风,樇,
火奴魯魯,ホノルル,ja-JP,zh-TW,102121,轻巡,Light Cruiser,白鹰,Eagle Union,,,火奴鲁鲁,,
火槍手,マスケティーア,ja-JP,zh-TW,201271,驱逐,Destroyer,皇家,Royal Navy,,,火枪手,,
烏戈里諾·維瓦爾迪,ウゴリーノ・ヴィヴァルディ,ja-JP,zh-TW,601121,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,乌戈里诺·维瓦尔迪,,
烏爾里希·馮·胡滕,ウルリッヒ・フォン・フッテン,ja-JP,zh-TW,405031,战列,Battleship,铁血,Iron Blood,,,乌尔里希·冯·胡滕,乌尔里克·冯·胡贝尔,
無敵,マッチレス,ja-JP,zh-TW,201261,驱逐,Destroyer,皇家,Royal Navy,,,无敌,,
無畏,イントレピッド,ja-JP,zh-TW,107111,正航,Aircraft Carrier,白鹰,Eagle Union,,,无畏,,
焦蘇埃·卡爾杜奇,ジョズエ・カルドゥッチ,ja-JP,zh-TW,601111,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,焦苏埃·卡尔杜齐,,
熱心,アーデント,ja-JP,zh-TW,201031,驱逐,Destroyer,皇家,Royal Navy,,,热心,,
牙買加,ジャマイカ,ja-JP,zh-TW,202171,轻巡,Light Cruiser,皇家,Royal Navy,,,牙买加,,
特倫托,トレント,ja-JP,zh-TW,603011,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,特伦托,,
特倫托·META,特伦托·META,ja-JP,zh-TW,900490,重巡,Heavy Cruiser,META,META,META,,特伦托·META,,
特拉法加,トラファルガー,ja-JP,zh-TW,201381,驱逐,Destroyer,皇家,Royal Navy,,,特拉法尔加,,
特裝型布里MKIII,特装型ブリMKⅢ,ja-JP,zh-TW,100021,驱逐,Destroyer,通用,Universal,,,特装型布里MKIII,,
狂戰帝王古立特,ローグカイゼルグリッドマン,ja-JP,zh-TW,900808,轻巡,Light Cruiser,联动阵营,Collab,,,狂战帝王古立特,,
獅,ライオン,ja-JP,zh-TW,205161,战列,Battleship,皇家,Royal Navy,,,狮,,
獨立,インディペンデンス,ja-JP,zh-TW,107221,轻航,Light Carrier,白鹰,Eagle Union,,,独立,,
獨角獸,ユニコーン,ja-JP,zh-TW,206031,轻航,Light Carrier,皇家,Royal Navy,,,独角兽,,
獨角獸-見習神官,独角兽-见习神官,ja-JP,zh-TW,900415,轻航,Light Carrier,通用,Universal,,,独角兽-见习神官,,
獵人,ハンター,ja-JP,zh-TW,201201,驱逐,Destroyer,皇家,Royal Navy,,,猎人,,
獵人·META,ハンター(META),ja-JP,zh-TW,9701011,驱逐,Destroyer,META,META,META,,猎人·META,,
珍珠號,パール,ja-JP,zh-TW,9600141,风帆,Sailing Frigate,飓风船团,Tempesta,,,珍珠号,,
班森,ベンソン,ja-JP,zh-TW,101161,驱逐,Destroyer,白鹰,Eagle Union,,,本森,,
瑪莉蘿絲,マリー・ローズ,ja-JP,zh-TW,10600011,驱逐,Destroyer,联动阵营,Collab,,,玛莉萝丝,,
瑪麗·賽勒斯特號,メアリー・セレスト,ja-JP,zh-TW,900462,风帆,Sailing Frigate,飓风船团,Tempesta,,,玛丽·西莱斯特号,,
環,たまき,ja-JP,zh-TW,10600091,战巡,Battlecruiser,联动阵营,Collab,,,环,,
甘古特META,ガングート(META),ja-JP,zh-TW,9705101,战列,Battleship,META,META,META,,甘古特·META,,
田納西,テネシー,ja-JP,zh-TW,105071,战列,Battleship,白鹰,Eagle Union,,,田纳西,,
的里雅斯德,トリエステ,ja-JP,zh-TW,603041,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,的里雅斯特,,
皇家幸運號,ロイヤル・フォーチュン,ja-JP,zh-TW,900405,风帆,Sailing Frigate,飓风船团,Tempesta,,,皇家财富号,,
皇家橡樹,ロイヤル・オーク,ja-JP,zh-TW,205141,战列,Battleship,皇家,Royal Navy,,,皇家橡树,,
皇家詹姆斯號,ロイヤル・ジェームズ,ja-JP,zh-TW,9600151,风帆,Sailing Frigate,飓风船团,Tempesta,,,皇家詹姆斯号,,
碉堡山,バンカー・ヒル,ja-JP,zh-TW,107171,正航,Aircraft Carrier,白鹰,Eagle Union,,,邦克山,,
確捷,スウィフトシュア,ja-JP,zh-TW,202231,轻巡,Light Cruiser,皇家,Royal Navy,,,确捷,,
福爾班,フォルバン,ja-JP,zh-TW,801021,驱逐,Destroyer,自由鸢尾,Iris Libre,,,福尔班,,
科洛蒂婭·巴蘭茨,クラウディア・バレンツ,ja-JP,zh-TW,10900021,轻航,Light Carrier,联动阵营,Collab,,,科洛蒂娅·巴兰茨,,
科爾克,カーク,ja-JP,zh-TW,101371,驱逐,Destroyer,白鹰,Eagle Union,,,科尔克,,
科羅拉多,コロラド,ja-JP,zh-TW,105091,战列,Battleship,白鹰,Eagle Union,,,科罗拉多,,
窩瓦,ヴォルガ,ja-JP,zh-TW,707011,正航,Aircraft Carrier,北方联合,Northern Parliament,,,伏尔加,,
競技神,ハーミーズ,ja-JP,zh-TW,206011,轻航,Light Carrier,皇家,Royal Navy,,,竞技神,,
築摩,筑摩,ja-JP,zh-TW,303061,重巡,Heavy Cruiser,重樱,Sakura Empire,,,筑摩,狘,
約克,ヨーク,ja-JP,zh-TW,203071,重巡,Heavy Cruiser,皇家,Royal Navy,,,约克,伊冯娜,ヨーク [皇家 重巡] | ヨルク [铁血 重巡]
約克,ヨルク,ja-JP,zh-TW,403111,重巡,Heavy Cruiser,铁血,Iron Blood,,,约克,伊冯娜,ヨーク [皇家 重巡] | ヨルク [铁血 重巡]
約克公爵,デューク・オブ・ヨーク,ja-JP,zh-TW,205071,战列,Battleship,皇家,Royal Navy,,,约克公爵,,
約克鎮,ヨークタウン,ja-JP,zh-TW,107051,正航,Aircraft Carrier,白鹰,Eagle Union,,,约克城,,
約克鎮II,ヨークタウンⅡ,ja-JP,zh-TW,107101,正航,Aircraft Carrier,白鹰,Eagle Union,II型,,约克城II,,
約克鎮·META,ヨークタウン(META),ja-JP,zh-TW,9707081,正航,Aircraft Carrier,META,META,META,,约克城·META,,
紅色高加索,クラースヌィイ・カフカース,ja-JP,zh-TW,702091,轻巡,Light Cruiser,北方联合,Northern Parliament,,,红色山脉,,
納希莫夫海軍上將,アドミラル・ナヒーモフ,ja-JP,zh-TW,799021,正航,Aircraft Carrier,北方联合,Northern Parliament,,,纳希莫夫海军上将,,
納爾遜,ネルソン,ja-JP,zh-TW,205031,战列,Battleship,皇家,Royal Navy,,,纳尔逊,,
紐倫堡,ニュルンベルク,ja-JP,zh-TW,402051,轻巡,Light Cruiser,铁血,Iron Blood,,,纽伦堡,诺菈,
紐卡斯爾,ニューカッスル,ja-JP,zh-TW,202191,轻巡,Light Cruiser,皇家,Royal Navy,,,纽卡斯尔,,
紐奧良,ニューオリンズ,ja-JP,zh-TW,103121,重巡,Heavy Cruiser,白鹰,Eagle Union,,,新奥尔良,,
紐澤西,ニュージャージー,ja-JP,zh-TW,105171,战列,Battleship,白鹰,Eagle Union,,,新泽西,花园,
維托里奧·庫尼貝爾蒂,ヴィットリオ・クニベルティ,ja-JP,zh-TW,699031,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,维托里奥·库尼贝尔蒂,,
維托里奧·維內托,ヴィットリオ・ヴェネト,ja-JP,zh-TW,605011,战列,Battleship,撒丁帝国,Sardegna Empire,,,维托里奥·维内托,,
維達號,ウィダー,ja-JP,zh-TW,9600051,风帆,Sailing Frigate,飓风船团,Tempesta,,,维达号,,
綾波-傳說級格鬥家,绫波-传说级格斗家,ja-JP,zh-TW,900412,驱逐,Destroyer,通用,Universal,,,绫波-传说级格斗家,,
綾瀨,綾瀬,ja-JP,zh-TW,302261,轻巡,Light Cruiser,重樱,Sakura Empire,,,绫濑,狑,
羅利,ローリー,ja-JP,zh-TW,102021,轻巡,Light Cruiser,白鹰,Eagle Union,,,罗利,,
