source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
千里達,트리니다드,ko-KR,zh-TW,202361,轻巡,Light Cruiser,皇家,Royal Navy,,,特立尼达,,
半人馬,센토,ko-KR,zh-TW,206041,轻航,Light Carrier,皇家,Royal Navy,,,半人马,,
南安普敦,사우스햄튼,ko-KR,zh-TW,202071,轻巡,Light Cruiser,皇家,Royal Navy,,,南安普顿,,
南達科他,사우스다코타,ko-KR,zh-TW,105141,战列,Battleship,白鹰,Eagle Union,,,南达科他,,
博爾扎諾,볼차노,ko-KR,zh-TW,603051,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,博尔扎诺,,
博爾扎諾·META,볼차노·META,ko-KR,zh-TW,900489,重巡,Heavy Cruiser,META,META,META,,博尔扎诺·META,,
卡爾斯魯厄,카를스루에,ko-KR,zh-TW,402021,轻巡,Light Cruiser,铁血,Iron Blood,,,卡尔斯鲁厄,夏璐尔,
卡菈·伊迪亞斯,칼라 이데아스,ko-KR,zh-TW,10900061,超巡,Large Cruiser,联动阵营,Collab,,,卡菈·伊迪亚斯,,
卡薩布蘭卡,카사블랑카,ko-KR,zh-TW,106551,轻航,Light Carrier,白鹰,Eagle Union,,,卡萨布兰卡,,
印第安納,인디애나,ko-KR,zh-TW,105151,战列,Battleship,白鹰,Eagle Union,,,印第安纳,,
印第安納波利斯,인디애나폴리스,ko-KR,zh-TW,103071,重巡,Heavy Cruiser,白鹰,Eagle Union,,,印第安纳波利斯,,
厭戰,워스파이트,ko-KR,zh-TW,205021,战列,Battleship,皇家,Royal Navy,,,厌战,,
反擊,리펄스,ko-KR,zh-TW,204021,战巡,Battlecruiser,皇家,Royal Navy,,,反击,,
反擊·META,리펄스·META,ko-KR,zh-TW,900505,战巡,Battlecruiser,META,META,META,,反击·META,,
可畏(μ兵裝),포미더블(μ장비),ko-KR,zh-TW,207141,正航,Aircraft Carrier,皇家,Royal Navy,μ兵装,,可畏(μ兵装),,
史特拉斯堡,스트라스부르,ko-KR,zh-TW,900446,战巡,Battlecruiser,维希教廷,Vichya Dominion,,,斯特拉斯堡,,
司戰女神,벨로나,ko-KR,zh-TW,202311,轻巡,Light Cruiser,皇家,Royal Navy,,,司战女神,,
呂措,뤼초,ko-KR,zh-TW,404041,战巡,Battlecruiser,铁血,Iron Blood,,,吕佐夫,露西,
命運女神,포춘,ko-KR,zh-TW,201121,驱逐,Destroyer,皇家,Royal Navy,,,命运女神,,
命運女神·META,포춘·META,ko-KR,zh-TW,9701021,驱逐,Destroyer,META,META,META,,命运女神·META,,
哈爾濱,하얼빈,ko-KR,zh-TW,599011,轻巡,Light Cruiser,东煌,Dragon Empery,,,哈尔滨,滨江,
哈爾福德,할포드,ko-KR,zh-TW,199051,驱逐,Destroyer,白鹰,Eagle Union,,,哈尔福德,,
哈絲,핫스,ko-KR,zh-TW,10800031,轻巡,Light Cruiser,联动阵营,Collab,,,莲,,
哥倫比亞,컬럼비아,ko-KR,zh-TW,102101,轻巡,Light Cruiser,白鹰,Eagle Union,,,哥伦比亚,,
哥里加,고리치아,ko-KR,zh-TW,603061,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,戈里齐亚,,
喬治亞,조지아,ko-KR,zh-TW,199021,战列,Battleship,白鹰,Eagle Union,,,佐治亚,,
四萬十,시만토,ko-KR,zh-TW,399061,轻巡,Light Cruiser,重樱,Sakura Empire,,,四万十,虒,
回聲,에코,ko-KR,zh-TW,201291,驱逐,Destroyer,皇家,Royal Navy,,,回声,,
圖林根,튀링겐,ko-KR,zh-TW,405041,战列,Battleship,铁血,Iron Blood,,,图林根,特鲁德,
埃吉爾,에기르,ko-KR,zh-TW,499051,超巡,Large Cruiser,铁血,Iron Blood,,,埃吉尔,埃格妮丝,
埃曼努埃爾·佩薩格諾,에마누엘레 페사노,ko-KR,zh-TW,601091,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,埃曼努埃尔·佩萨格诺,,
埃爾德里奇,엘드릿지,ko-KR,zh-TW,101261,驱逐,Destroyer,白鹰,Eagle Union,,,埃尔德里奇,,
埃爾賓,엘빙,ko-KR,zh-TW,402081,轻巡,Light Cruiser,铁血,Iron Blood,,,埃尔宾,埃尔薇菈,
埃米爾•貝爾坦,에밀 베르탱,ko-KR,zh-TW,802011,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,埃米尔·贝尔汀,,
基輔,키예프,ko-KR,zh-TW,701101,驱逐,Destroyer,北方联合,Northern Parliament,,,基辅,,
堪薩斯,캔자스,ko-KR,zh-TW,199061,战列,Battleship,白鹰,Eagle Union,,,堪萨斯,,
塔什干(μ兵裝),타슈켄트(μ장비),ko-KR,zh-TW,701051,驱逐,Destroyer,北方联合,Northern Parliament,μ兵装,,塔什干(μ兵装),,
塔爾圖,타르투,ko-KR,zh-TW,901021,驱逐,Destroyer,维希教廷,Vichya Dominion,,,塔尔图,,
塞瓦斯托波爾,세바스토폴,ko-KR,zh-TW,705071,战列,Battleship,北方联合,Northern Parliament,,,塞瓦斯托波尔,,
夕燒,유우야키,ko-KR,zh-TW,11000071,重巡,Heavy Cruiser,联动阵营,Collab,,,夕烧,,
大膽,르 아르디,ko-KR,zh-TW,801051,驱逐,Destroyer,自由鸢尾,Iris Libre,,,大胆,,르 아르디 [自由鸢尾 驱逐] | 로데슈 [维希教廷 驱逐]
大膽,로데슈,ko-KR,zh-TW,900444,驱逐,Destroyer,维希教廷,Vichya Dominion,,,果敢,,르 아르디 [自由鸢尾 驱逐] | 로데슈 [维希教廷 驱逐]
大青花魚,알바코어,ko-KR,zh-TW,108021,潜艇,Submarine,白鹰,Eagle Union,,,大青花鱼,,
大青花魚(μ兵裝),알바코어(μ장비),ko-KR,zh-TW,108051,潜艇,Submarine,白鹰,Eagle Union,μ兵装,,大青花鱼(μ兵装),,
大鬥犬,불독,ko-KR,zh-TW,201071,驱逐,Destroyer,皇家,Royal Navy,,,大斗犬,,
大鳳(μ兵裝),다이호(μ장비),ko-KR,zh-TW,307111,正航,Aircraft Carrier,重樱,Sakura Empire,μ兵装,,大凤(μ兵装),鹩(μ兵装),
大鳳·META,다이호·META,ko-KR,zh-TW,9707051,正航,Aircraft Carrier,META,META,META,,大凤·META,鹩·META,
大黃蜂,호넷,ko-KR,zh-TW,107071,正航,Aircraft Carrier,白鹰,Eagle Union,,,大黄蜂,,
大黃蜂II,호넷Ⅱ,ko-KR,zh-TW,107121,正航,Aircraft Carrier,白鹰,Eagle Union,II型,,大黄蜂II,,
大黃蜂·META,호넷·META,ko-KR,zh-TW,9707061,正航,Aircraft Carrier,META,META,META,,大黄蜂·META,,
天鷹,아퀼라,ko-KR,zh-TW,607011,正航,Aircraft Carrier,撒丁帝国,Sardegna Empire,,,天鹰,,
奇爾沙治,키어사지,ko-KR,zh-TW,199041,航战,Aviation Battleship,白鹰,Eagle Union,,,奇尔沙治,,
奧丁,오딘,ko-KR,zh-TW,499041,战巡,Battlecruiser,铁血,Iron Blood,,,奥丁,沃登,
奧克拉荷馬,오클라호마,ko-KR,zh-TW,105021,战列,Battleship,白鹰,Eagle Union,,,俄克拉荷马,,
奧列格,올레그,ko-KR,zh-TW,702081,轻巡,Light Cruiser,北方联合,Northern Parliament,,,奥列格,,
奧利克,얼릭,ko-KR,zh-TW,101131,驱逐,Destroyer,白鹰,Eagle Union,,,奥利克,,
奧古斯特·馮·帕塞瓦爾,아우구스트 폰 파르제팔,ko-KR,zh-TW,499061,正航,Aircraft Carrier,铁血,Iron Blood,,,奥古斯特·冯·帕塞瓦尔,奥斯特雷德·冯·帕赫贝尔,
奧托·馮·阿爾文斯萊本,오토 폰 알벤슬레벤,ko-KR,zh-TW,401991,驱逐,Destroyer,铁血,Iron Blood,,,奥托·冯·阿尔文斯莱本,奥莉薇娅·冯·阿诺德,
奧馬哈,오마하,ko-KR,zh-TW,102011,轻巡,Light Cruiser,白鹰,Eagle Union,,,奥马哈,,
女將,아마존,ko-KR,zh-TW,201011,驱逐,Destroyer,皇家,Royal Navy,,,女将,,
妮娜‧弗里德,니나 프리드,ko-KR,zh-TW,900518,战列,Battleship,联动阵营,Collab,,,妮娜·弗里德,,
威嚴,그로즈니,ko-KR,zh-TW,701021,驱逐,Destroyer,北方联合,Northern Parliament,,,威严,,
威爾斯親王,프린스 오브 웨일즈,ko-KR,zh-TW,205061,战列,Battleship,皇家,Royal Navy,,,威尔士亲王,,
娜娜·阿絲達·戴比路克,나나 아스타 데빌룩,ko-KR,zh-TW,900474,驱逐,Destroyer,联动阵营,Collab,,,娜娜·阿丝达·戴比路克,,
安克拉治,앵커리지,ko-KR,zh-TW,199031,重巡,Heavy Cruiser,白鹰,Eagle Union,,,安克雷奇,,
安妮女王復仇號,퀸 앤즈 리벤지,ko-KR,zh-TW,9600121,风帆,Sailing Frigate,飓风船团,Tempesta,,,安妮女王复仇号,,
安德烈亞·多里亞,안드레아 도리아,ko-KR,zh-TW,605071,战列,Battleship,撒丁帝国,Sardegna Empire,,,安德烈亚·多利亚,,
安德烈亞·多里亞·META,안드레아 도리아·META,ko-KR,zh-TW,900492,战列,Battleship,META,META,META,,安德烈亚·多利亚·META,,
富蘭克林,프랭클린,ko-KR,zh-TW,107131,正航,Aircraft Carrier,白鹰,Eagle Union,,,富兰克林,,
寶多六花,타카라다 릿카,ko-KR,zh-TW,10800011,轻巡,Light Cruiser,联动阵营,Collab,,,宝多六花,,
射水魚,아처피시,ko-KR,zh-TW,108061,潜艇,Submarine,白鹰,Eagle Union,,,射水鱼,喷水鱼,
小企業,꼬마 엔터프라이즈,ko-KR,zh-TW,107991,正航,Aircraft Carrier,白鹰,Eagle Union,,,小企业,,
小信濃,꼬마 시나노,ko-KR,zh-TW,307141,正航,Aircraft Carrier,重樱,Sakura Empire,,,小信浓,小鵗,
小光輝,꼬마 일러스트리어스,ko-KR,zh-TW,207091,正航,Aircraft Carrier,皇家,Royal Navy,,,小光辉,,
小克里夫蘭,꼬마 클리블랜드,ko-KR,zh-TW,102201,轻巡,Light Cruiser,白鹰,Eagle Union,,,小克利夫兰,,
小埃吉爾,꼬마 에기르,ko-KR,zh-TW,403161,超巡,Large Cruiser,铁血,Iron Blood,,,小埃吉尔,小埃格妮丝,
小大鳳,꼬마 다이호,ko-KR,zh-TW,307131,正航,Aircraft Carrier,重樱,Sakura Empire,,,小大凤,小鹩,
小天鵝,시그넷,ko-KR,zh-TW,201101,驱逐,Destroyer,皇家,Royal Navy,,,小天鹅,,
小安克拉治,꼬마 앵커리지,ko-KR,zh-TW,103291,重巡,Heavy Cruiser,白鹰,Eagle Union,,,小安克雷奇,,
小施佩,꼬마 슈피,ko-KR,zh-TW,403131,重巡,Heavy Cruiser,铁血,Iron Blood,,,小斯佩,小休贝塔,
小歐根,꼬마 프린츠 오이겐,ko-KR,zh-TW,403121,重巡,Heavy Cruiser,铁血,Iron Blood,,,小欧根,小萨沃伊,
小海倫娜,꼬마 헬레나,ko-KR,zh-TW,102191,轻巡,Light Cruiser,白鹰,Eagle Union,,,小海伦娜,,
小獵兔犬,비글,ko-KR,zh-TW,201061,驱逐,Destroyer,皇家,Royal Navy,,,小猎兔犬,,
小聖地牙哥,꼬마 샌디에이고,ko-KR,zh-TW,102211,轻巡,Light Cruiser,白鹰,Eagle Union,,,小圣地亚哥,小圣戴安娜,
小聲望,꼬마 리나운,ko-KR,zh-TW,204041,战巡,Battlecruiser,皇家,Royal Navy,,,小声望,,
小貝法,꼬마 벨파스트,ko-KR,zh-TW,202181,轻巡,Light Cruiser,皇家,Royal Navy,,,小贝法,,
小齊柏林,꼬마 그라프 체펠린,ko-KR,zh-TW,407021,正航,Aircraft Carrier,铁血,Iron Blood,,,小齐柏林,小海拉,
尼科洛索·達·雷科,니콜로소 다 레코,ko-KR,zh-TW,601061,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,尼科洛索·达雷科,,
岡依沙瓦號,건스웨이,ko-KR,zh-TW,900468,风帆,Sailing Frigate,飓风船团,Tempesta,,,冈依沙瓦号,,
川內,센다이,ko-KR,zh-TW,302121,轻巡,Light Cruiser,重樱,Sakura Empire,,,川内,貆,
巴托洛梅奧·科萊奧尼,바르톨로메오 콜레오니,ko-KR,zh-TW,602031,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,巴托洛梅奥·科莱奥尼,,
巴爾的摩,볼티모어,ko-KR,zh-TW,103161,重巡,Heavy Cruiser,白鹰,Eagle Union,,,巴尔的摩,,
巴爾的摩(μ兵裝),볼티모어(μ장비),ko-KR,zh-TW,103251,重巡,Heavy Cruiser,白鹰,Eagle Union,μ兵装,,巴尔的摩(μ兵装),,
布倫努斯,브렌누스,ko-KR,zh-TW,803021,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,布伦努斯,,
布倫希爾德,브륀힐드,ko-KR,zh-TW,404051,战巡,Battlecruiser,铁血,Iron Blood,,,布伦希尔德,贝尔莎,
布呂歇爾,블뤼허,ko-KR,zh-TW,403021,重巡,Heavy Cruiser,铁血,Iron Blood,,,布吕歇尔,布丽吉特,
布希,부시,ko-KR,zh-TW,101331,驱逐,Destroyer,白鹰,Eagle Union,,,布什,,
布蘭,블랑,ko-KR,zh-TW,900076,驱逐,Destroyer,联动阵营,Collab,,,布兰,,
布里斯托爾,브리스톨,ko-KR,zh-TW,101491,驱逐,Destroyer,白鹰,Eagle Union,,,布里斯托尔,,
布雷默頓,브레머튼,ko-KR,zh-TW,103241,重巡,Heavy Cruiser,白鹰,Eagle Union,,,布莱默顿,,
布魯克林,브루클린,ko-KR,zh-TW,102031,轻巡,Light Cruiser,白鹰,Eagle Union,,,布鲁克林,,
希佩爾將軍,아드미랄 히퍼,ko-KR,zh-TW,403011,重巡,Heavy Cruiser,铁血,Iron Blood,,,希佩尔海军上将,芙兰希卡,
希佩爾將軍(μ兵裝),아드미랄 히퍼(μ장비),ko-KR,zh-TW,403071,重巡,Heavy Cruiser,铁血,Iron Blood,μ兵装,,希佩尔海军上将(μ兵装),芙兰希卡(μ兵装),
希佩爾將軍·META,아드미랄 히퍼·META,ko-KR,zh-TW,9703051,重巡,Heavy Cruiser,META,META,META,,希佩尔海军上将·META,芙兰希卡·META,
帕沙第納,패서디나,ko-KR,zh-TW,102351,轻巡,Light Cruiser,白鹰,Eagle Union,,,帕萨迪纳,,
帝國,임페로,ko-KR,zh-TW,607021,正航,Aircraft Carrier,撒丁帝国,Sardegna Empire,,,帝国,,
幻想號,팬시,ko-KR,zh-TW,9600081,风帆,Sailing Frigate,飓风船团,Tempesta,,,幻想号,,
庫拉索,퀴라소,ko-KR,zh-TW,202211,轻巡,Light Cruiser,皇家,Royal Navy,,,库拉索,,
庫斯克,쿠르스크,ko-KR,zh-TW,703021,重巡,Heavy Cruiser,北方联合,Northern Parliament,,,库尔斯克,,
庫珀,쿠퍼,ko-KR,zh-TW,101441,驱逐,Destroyer,白鹰,Eagle Union,,,库珀,,
弗朗切斯科·卡拉喬洛,프란체스코 카라치올로,ko-KR,zh-TW,605091,战列,Battleship,撒丁帝国,Sardegna Empire,,,弗朗西斯科·卡拉乔洛,,
弗里茨·魯梅,프리츠 루메이,ko-KR,zh-TW,407041,正航,Aircraft Carrier,铁血,Iron Blood,,,弗里茨·鲁梅,菲莉西娅·鲁梅,
彭薩科拉,펜사콜라,ko-KR,zh-TW,103011,重巡,Heavy Cruiser,白鹰,Eagle Union,,,彭萨科拉,,
復仇,리벤지,ko-KR,zh-TW,205111,战列,Battleship,皇家,Royal Navy,,,复仇,,
德米特里·頓斯科伊,드미트리 돈스코이,ko-KR,zh-TW,799031,轻巡,Light Cruiser,北方联合,Northern Parliament,,,迪米特里·顿斯科伊,,
惡毒,르 말랭,ko-KR,zh-TW,901111,驱逐,Destroyer,维希教廷,Vichya Dominion,,,恶毒,,
惡毒(μ兵裝),르 말랭(μ장비),ko-KR,zh-TW,901121,驱逐,Destroyer,维希教廷,Vichya Dominion,μ兵装,,恶毒(μ兵装),,
愛丁堡,에든버러,ko-KR,zh-TW,202111,轻巡,Light Cruiser,皇家,Royal Navy,,,爱丁堡,,
愛斯基摩,에스키모,ko-KR,zh-TW,201321,驱逐,Destroyer,皇家,Royal Navy,,,爱斯基摩人,,
應瑞,잉 루이,ko-KR,zh-TW,502041,轻巡,Light Cruiser,东煌,Dragon Empery,,,应瑞,,
托里切利,토리첼리,ko-KR,zh-TW,608011,潜艇,Submarine,撒丁帝国,Sardegna Empire,,,托里拆利,,
拉斐爾,라파엘로,ko-KR,zh-TW,605081,战列,Battleship,撒丁帝国,Sardegna Empire,,,拉斐尔,,
拿坡里,나폴리,ko-KR,zh-TW,699021,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,那不勒斯,,
提康德羅加,타이콘데로가,ko-KR,zh-TW,107141,正航,Aircraft Carrier,白鹰,Eagle Union,,,提康德罗加,卡莉永,
摩爾曼斯克,무르만스크,ko-KR,zh-TW,702061,轻巡,Light Cruiser,北方联合,Northern Parliament,,,摩尔曼斯克,,
敦克爾克,됭케르크,ko-KR,zh-TW,904011,战巡,Battlecruiser,维希教廷,Vichya Dominion,,,敦刻尔克,,
敦克爾克·META,됭케르크·META,ko-KR,zh-TW,9704061,战巡,Battlecruiser,META,META,META,,敦刻尔克·META,,
文森尼斯,빈센스,ko-KR,zh-TW,103101,重巡,Heavy Cruiser,白鹰,Eagle Union,,,文森斯,,
文琴佐·焦貝蒂,빈첸초 조베르티,ko-KR,zh-TW,601031,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,文琴佐·焦贝蒂,,
斐濟,피지,ko-KR,zh-TW,202161,轻巡,Light Cruiser,皇家,Royal Navy,,,斐济,,
斯庫拉,스킬라,ko-KR,zh-TW,202331,轻巡,Light Cruiser,皇家,Royal Navy,,,斯库拉,,
新條茜,신죠 아카네,ko-KR,zh-TW,10800021,战列,Battleship,联动阵营,Collab,,,新条茜,,
施佩伯爵將軍,아드미랄 그라프 슈피,ko-KR,zh-TW,403051,重巡,Heavy Cruiser,铁血,Iron Blood,,,斯佩伯爵海军上将,休贝塔伯爵,
明尼亞波利斯,미니애폴리스,ko-KR,zh-TW,103131,重巡,Heavy Cruiser,白鹰,Eagle Union,,,明尼阿波利斯,,
普林斯頓,프린스턴,ko-KR,zh-TW,107231,轻航,Light Carrier,白鹰,Eagle Union,,,普林斯顿,,
普林斯頓·META,프린스턴·META,ko-KR,zh-TW,9706031,轻航,Light Carrier,META,META,META,,普林斯顿·META,,
曉,아카츠키,ko-KR,zh-TW,301091,驱逐,Destroyer,重樱,Sakura Empire,,,晓,枫,
曙光,아브로라,ko-KR,zh-TW,702011,轻巡,Light Cruiser,北方联合,Northern Parliament,,,阿芙乐尔,,
曼徹斯特,맨체스터,ko-KR,zh-TW,202091,轻巡,Light Cruiser,皇家,Royal Navy,,,曼彻斯特,,
曼非斯,멤피스,ko-KR,zh-TW,102161,轻巡,Light Cruiser,白鹰,Eagle Union,,,孟菲斯,,
曼非斯·META,멤피스·META,ko-KR,zh-TW,900390,轻巡,Light Cruiser,META,META,META,,孟菲斯·META,,
曾克爾將軍,아드미랄 젠커,ko-KR,zh-TW,404071,战巡,Battlecruiser,铁血,Iron Blood,,,曾克海军上将,泽特,
朱利奧·凱撒,줄리오 체사레,ko-KR,zh-TW,605061,战列,Battleship,撒丁帝国,Sardegna Empire,,,朱利奥·凯撒,,
朱利奧·凱撒·META,줄리오 체사레·META,ko-KR,zh-TW,900491,战列,Battleship,META,META,META,,朱利奥·凯撒·META,,
朱塞佩·加里波底,주세페 가리발디,ko-KR,zh-TW,602021,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,朱塞佩·加里波第,,
朱諾,쥬노,ko-KR,zh-TW,102071,轻巡,Light Cruiser,白鹰,Eagle Union,,,朱诺,,
李奧納多·達·文西,레오나르도 다 빈치,ko-KR,zh-TW,608021,潜艇,Submarine,撒丁帝国,Sardegna Empire,,,莱昂纳多·达·芬奇,,
杓鷸,컬루,ko-KR,zh-TW,202221,轻巡,Light Cruiser,皇家,Royal Navy,,,杓鹬,,
杜布雷,듀플렉스,ko-KR,zh-TW,900445,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,,迪普莱克斯,,
杜肯,뒤켄,ko-KR,zh-TW,803031,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,迪凯纳,,
松鯛,플래셔,ko-KR,zh-TW,108081,潜艇,Submarine,白鹰,Eagle Union,,,松鲷,,
查爾斯·奧斯本,찰스 오스본,ko-KR,zh-TW,101111,驱逐,Destroyer,白鹰,Eagle Union,,,查尔斯·奥斯本,,
柴契爾,대처,ko-KR,zh-TW,101121,驱逐,Destroyer,白鹰,Eagle Union,,,撒切尔,,
格倫維爾,그렌빌,ko-KR,zh-TW,201131,驱逐,Destroyer,皇家,Royal Navy,,,格伦维尔,,
格倫維爾·META,그렌빌·META,ko-KR,zh-TW,9701071,驱逐,Destroyer,META,META,META,,格伦维尔·META,,
格洛斯特,글로스터,ko-KR,zh-TW,202101,轻巡,Light Cruiser,皇家,Royal Navy,,,格罗斯特,,
梅克倫堡,메클렌부르크,ko-KR,zh-TW,499101,战列,Battleship,铁血,Iron Blood,,,梅克伦堡,梅克琳达,
棘鰭,카발라,ko-KR,zh-TW,108031,潜艇,Submarine,白鹰,Eagle Union,,,棘鳍,,
標槍,재블린,ko-KR,zh-TW,201211,驱逐,Destroyer,皇家,Royal Navy,,,标枪,,
樸茨茅斯冒險號,포츠머스 어드벤처,ko-KR,zh-TW,900466,风帆,Sailing Frigate,飓风船团,Tempesta,,,朴茨茅斯冒险号,,
歐根親王,프린츠 오이겐,ko-KR,zh-TW,403031,重巡,Heavy Cruiser,铁血,Iron Blood,,,欧根亲王,萨沃伊亲王,
歐根親王(μ兵裝),프린츠 오이겐(μ장비),ko-KR,zh-TW,403151,重巡,Heavy Cruiser,铁血,Iron Blood,μ兵装,,欧根亲王(μ兵装),萨沃伊亲王(μ兵装),
歐若拉,오로라,ko-KR,zh-TW,202151,轻巡,Light Cruiser,皇家,Royal Navy,,,欧若拉,,
比叡·META,히에이·META,ko-KR,zh-TW,900450,超巡,Large Cruiser,META,META,META,,比叡·META（前排）,鲟·META（前排）,
水星紀念,파먀티 메르쿠리야,ko-KR,zh-TW,702021,轻巡,Light Cruiser,北方联合,Northern Parliament,,,水星纪念,,
水星紀念·META,파먀티 메르쿠리야·META,ko-KR,zh-TW,9702071,轻巡,Light Cruiser,META,META,META,,水星纪念·META,,
水瀨伊織,미나세 이오리,ko-KR,zh-TW,10700031,战列,Battleship,联动阵营,Collab,,,水濑伊织,,
水無瀨,미나세,ko-KR,zh-TW,302271,轻巡,Light Cruiser,重樱,Sakura Empire,,,水无濑,鼯,
江風·META,카와카제·META,ko-KR,zh-TW,9701081,驱逐,Destroyer,META,META,META,,江风·META,茳·META,
沃克蘭,보클랭,ko-KR,zh-TW,901031,驱逐,Destroyer,维希教廷,Vichya Dominion,,,沃克兰,,
法蘭德斯,플랑드르,ko-KR,zh-TW,900398,超巡,Large Cruiser,维希教廷,Vichya Dominion,,,弗兰德尔,,
波夕,보이시,ko-KR,zh-TW,102291,轻巡,Light Cruiser,白鹰,Eagle Union,,,博伊西,树城,
波夕(μ兵裝),보이시(μ장비),ko-KR,zh-TW,102321,轻巡,Light Cruiser,白鹰,Eagle Union,μ兵装,,博伊西(μ兵装),树城(μ兵装),
波夕·META,보이시·META,ko-KR,zh-TW,9702081,轻巡,Light Cruiser,META,META,META,,博伊西·META,树城·META,
波爾塔瓦,폴타바,ko-KR,zh-TW,705081,战列,Battleship,北方联合,Northern Parliament,,,波尔塔瓦,,
波特蘭,포틀랜드,ko-KR,zh-TW,103061,重巡,Heavy Cruiser,白鹰,Eagle Union,,,波特兰,,
派翠夏‧阿貝爾海姆,파트리샤 아벨하임,ko-KR,zh-TW,10900031,战列,Battleship,联动阵营,Collab,,,帕特莉夏·阿贝尔海姆,,
海倫娜,헬레나,ko-KR,zh-TW,102051,轻巡,Light Cruiser,白鹰,Eagle Union,,,海伦娜,,
海倫娜·META,헬레나·META,ko-KR,zh-TW,9702011,轻巡,Light Cruiser,META,META,META,,海伦娜·META,,
海因里希親王,프린츠 하인리히,ko-KR,zh-TW,403091,重巡,Heavy Cruiser,铁血,Iron Blood,,,海因里希亲王,赫莉米娜亲王,
海爾賽‧鮑威爾,할시 파웰,ko-KR,zh-TW,101431,驱逐,Destroyer,白鹰,Eagle Union,,,哈尔西·鲍威尔,,
海豚號,돌핀,ko-KR,zh-TW,9600111,风帆,Sailing Frigate,飓风船团,Tempesta,,,海豚号,,
淺間,아사마,ko-KR,zh-TW,303201,重巡,Heavy Cruiser,重樱,Sakura Empire,,,浅间,猏,
渡良瀨,와타라세,ko-KR,zh-TW,302251,轻巡,Light Cruiser,重樱,Sakura Empire,,,渡良濑,獭,
滿潮,미치시오,ko-KR,zh-TW,301651,驱逐,Destroyer,重樱,Sakura Empire,,,满潮,樠,
潘勒韋,팽르베,ko-KR,zh-TW,807021,正航,Aircraft Carrier,自由鸢尾,Iris Libre,,,伴尔维,,
澤西,저지,ko-KR,zh-TW,201251,驱逐,Destroyer,皇家,Royal Navy,,,泽西,,
濟安,지안,ko-KR,zh-TW,502091,轻巡,Light Cruiser,东煌,Dragon Empery,,,济安,,
濱風,하마카제,ko-KR,zh-TW,301611,驱逐,Destroyer,重樱,Sakura Empire,,,滨风,樇,
火奴魯魯,호놀룰루,ko-KR,zh-TW,102121,轻巡,Light Cruiser,白鹰,Eagle Union,,,火奴鲁鲁,,
火槍手,머스킷티어,ko-KR,zh-TW,201271,驱逐,Destroyer,皇家,Royal Navy,,,火枪手,,
烏戈里諾·維瓦爾迪,우골리노 비발디,ko-KR,zh-TW,601121,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,乌戈里诺·维瓦尔迪,,
烏爾里希·馮·胡滕,울리히 폰 후텐,ko-KR,zh-TW,405031,战列,Battleship,铁血,Iron Blood,,,乌尔里希·冯·胡滕,乌尔里克·冯·胡贝尔,
